user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,5,0,1,0.0,0.0,0.08,0.011,0.04,0.611,0.006,0.051
2,1,0,1,0.05,0.149,0.0,0.139,0.13,0.096,0.124,0.113
3,2,0,2,0.014,0.114,0.541,0.0,0.024,0.066,0.011,0.029
4,2,0,1,0.013,0.064,0.391,0.154,0.0,0.073,0.061,0.043
5,1,0,1,0.05,0.414,0.114,0.061,0.021,0.0,0.057,0.081
6,5,0,2,0.036,0.077,0.084,0.124,0.09,0.246,0.0,0.143
7,5,0,2,0.049,0.061,0.049,0.273,0.043,0.294,0.031,0.0
1,5,1,1,0.0,0.0,0.1,0.014,0.043,0.7709999999999999,0.0,0.071
2,1,1,1,0.061,0.19,0.0,0.163,0.159,0.121,0.161,0.144
3,1,1,2,0.011,0.649,0.2,0.0,0.036,0.076,0.011,0.017
4,2,1,1,0.013,0.074,0.316,0.147,0.0,0.253,0.104,0.093
5,3,1,1,0.05,0.146,0.16,0.277,0.184,0.0,0.047,0.136
6,5,1,2,0.064,0.084,0.066,0.106,0.084,0.47,0.0,0.126
7,3,1,2,0.03,0.08,0.063,0.564,0.046,0.174,0.043,0.0
1,5,2,1,0.0,0.0,0.096,0.014,0.043,0.7709999999999999,0.0,0.076
2,5,2,1,0.04,0.131,0.0,0.119,0.113,0.351,0.127,0.119
3,1,2,2,0.02,0.7440000000000001,0.087,0.0,0.043,0.074,0.014,0.017
4,2,2,1,0.014,0.079,0.499,0.124,0.0,0.139,0.073,0.073
5,4,2,1,0.044,0.136,0.106,0.244,0.349,0.0,0.036,0.086
6,5,2,2,0.07,0.1,0.184,0.147,0.101,0.239,0.0,0.159
7,3,2,2,0.031,0.093,0.066,0.63,0.077,0.053,0.05,0.0
1,5,3,1,0.003,0.0,0.103,0.019,0.049,0.75,0.004,0.073
2,5,3,1,0.029,0.064,0.0,0.07,0.057,0.629,0.073,0.079
3,1,3,2,0.023,0.7509999999999999,0.079,0.0,0.034,0.084,0.014,0.014
4,2,3,1,0.011,0.054,0.659,0.084,0.0,0.103,0.04,0.049
5,4,3,1,0.059,0.18,0.149,0.176,0.263,0.0,0.046,0.129
6,2,3,2,0.001,0.051,0.56,0.111,0.089,0.086,0.0,0.101
7,3,3,2,0.03,0.09,0.059,0.664,0.07,0.039,0.049,0.0
1,5,4,1,0.03,0.0,0.22,0.091,0.09,0.416,0.073,0.08
2,5,4,1,0.029,0.064,0.0,0.071,0.057,0.629,0.071,0.079
3,1,4,2,0.031,0.7290000000000001,0.08,0.0,0.026,0.107,0.014,0.013
4,2,4,1,0.011,0.081,0.591,0.1,0.0,0.1,0.06,0.056
5,4,4,1,0.049,0.157,0.119,0.206,0.314,0.0,0.041,0.114
6,7,4,2,0.059,0.053,0.046,0.149,0.071,0.249,0.0,0.374
7,5,4,2,0.061,0.087,0.059,0.324,0.066,0.353,0.05,0.0
1,5,5,1,0.0,0.0,0.316,0.053,0.051,0.49,0.023,0.067
2,5,5,1,0.039,0.124,0.0,0.119,0.079,0.276,0.199,0.166
3,1,5,2,0.029,0.757,0.086,0.0,0.029,0.071,0.014,0.014
4,2,5,1,0.01,0.081,0.547,0.12,0.0,0.096,0.084,0.061
5,1,5,1,0.076,0.357,0.17,0.127,0.069,0.0,0.064,0.1369999999999999
6,5,5,2,0.039,0.091,0.121,0.209,0.11,0.26,0.0,0.17
7,5,5,2,0.093,0.101,0.084,0.076,0.076,0.494,0.076,0.0
1,5,6,1,0.0,0.0,0.09,0.043,0.04,0.7559999999999999,0.0,0.071
