user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,7,0,1,0.066,0.0,0.034,0.0,0.048,0.011,0.0,0.6409999999999999
2,6,0,1,0.019,0.083,0.0,0.03,0.041,0.011,0.544,0.072
3,1,0,1,0.109,0.44,0.08,0.0,0.055,0.02,0.031,0.065
4,5,0,2,0.0069999999999999,0.148,0.04,0.049,0.0,0.337,0.031,0.187
5,4,0,2,0.023,0.093,0.016,0.041,0.426,0.0,0.011,0.19
6,7,0,2,0.061,0.1369999999999999,0.044,0.107,0.158,0.03,0.0,0.262
7,3,0,1,0.077,0.257,0.061,0.273,0.05,0.059,0.023,0.0
1,7,1,1,0.083,0.0,0.043,0.0,0.059,0.014,0.0,0.8009999999999999
2,6,1,1,0.024,0.105,0.0,0.043,0.051,0.027,0.61,0.139
3,1,1,1,0.257,0.41,0.089,0.0,0.07,0.023,0.041,0.11
4,1,1,2,0.006,0.345,0.044,0.078,0.0,0.254,0.031,0.241
5,6,1,2,0.043,0.064,0.021,0.026,0.109,0.0,0.473,0.264
6,7,1,2,0.093,0.194,0.067,0.127,0.199,0.02,0.0,0.3
7,1,1,1,0.124,0.35,0.08,0.302,0.059,0.07,0.014,0.0
1,7,2,1,0.074,0.0,0.037,0.0,0.062,0.013,0.001,0.813
2,6,2,1,0.037,0.121,0.0,0.213,0.159,0.056,0.249,0.165
3,1,2,1,0.029,0.72,0.089,0.0,0.045,0.029,0.029,0.061
4,2,2,2,0.009,0.15,0.373,0.104,0.0,0.019,0.017,0.329
5,7,2,2,0.061,0.054,0.017,0.021,0.092,0.0,0.311,0.442
6,7,2,2,0.059,0.245,0.063,0.1639999999999999,0.141,0.026,0.0,0.304
7,1,2,1,0.12,0.355,0.081,0.294,0.057,0.079,0.014,0.0
1,7,3,1,0.11,0.0,0.046,0.016,0.133,0.029,0.019,0.648
2,6,3,1,0.023,0.091,0.0,0.132,0.106,0.041,0.404,0.203
3,1,3,1,0.029,0.7140000000000001,0.1,0.0,0.043,0.029,0.029,0.057
4,2,3,2,0.014,0.105,0.66,0.151,0.0,0.0069999999999999,0.014,0.049
5,0,3,2,0.434,0.119,0.02,0.043,0.086,0.0,0.17,0.128
6,1,3,2,0.011,0.779,0.066,0.044,0.043,0.03,0.0,0.027
7,1,3,1,0.093,0.389,0.073,0.301,0.057,0.073,0.014,0.0
1,6,4,1,0.076,0.0,0.05,0.023,0.186,0.029,0.321,0.316
