user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6
1,2,0,1,0.043,0.0,0.32,0.024,0.049,0.073,0.291
2,1,0,2,0.057,0.424,0.0,0.087,0.069,0.049,0.114
3,1,0,1,0.001,0.316,0.149,0.0,0.16,0.091,0.083
4,1,0,1,0.211,0.269,0.023,0.054,0.0,0.13,0.113
5,1,0,2,0.047,0.537,0.179,0.029,0.003,0.0,0.006
6,1,0,1,0.024,0.6,0.046,0.059,0.036,0.036,0.0
1,2,1,1,0.067,0.0,0.589,0.04,0.056,0.111,0.1369999999999999
2,1,1,2,0.07,0.529,0.0,0.113,0.086,0.059,0.144
3,1,1,1,0.0,0.25,0.243,0.0,0.201,0.18,0.126
4,1,1,1,0.223,0.327,0.026,0.064,0.0,0.199,0.161
5,1,1,2,0.111,0.429,0.381,0.05,0.013,0.0,0.016
6,1,1,1,0.03,0.746,0.05,0.084,0.046,0.044,0.0
1,2,2,1,0.064,0.0,0.544,0.041,0.066,0.106,0.179
2,1,2,2,0.071,0.529,0.0,0.103,0.086,0.071,0.14
3,2,2,1,0.0,0.199,0.256,0.0,0.2,0.189,0.157
4,6,2,1,0.201,0.267,0.054,0.06,0.0,0.07,0.347
5,2,2,2,0.033,0.299,0.59,0.059,0.009,0.0,0.011
6,1,2,1,0.029,0.7509999999999999,0.051,0.086,0.044,0.039,0.0
1,2,3,1,0.071,0.0,0.583,0.041,0.059,0.113,0.133
2,1,3,2,0.071,0.534,0.0,0.104,0.086,0.063,0.141
3,1,3,1,0.0069999999999999,0.281,0.199,0.0,0.209,0.157,0.147
4,1,3,1,0.243,0.326,0.057,0.09,0.0,0.069,0.216
5,2,3,2,0.027,0.267,0.624,0.054,0.019,0.0,0.009
6,1,3,1,0.029,0.75,0.049,0.084,0.047,0.041,0.0
1,2,4,1,0.07,0.0,0.5670000000000001,0.057,0.054,0.111,0.14
2,1,4,2,0.116,0.511,0.0,0.094,0.08,0.066,0.133
3,6,4,1,0.019,0.159,0.213,0.0,0.159,0.086,0.366
4,1,4,1,0.284,0.293,0.049,0.083,0.0,0.086,0.206
5,2,4,2,0.036,0.183,0.659,0.074,0.029,0.0,0.02
6,1,4,1,0.03,0.644,0.046,0.094,0.056,0.13,0.0
1,2,5,1,0.054,0.0,0.5660000000000001,0.04,0.034,0.1,0.206
2,0,5,2,0.384,0.36,0.0,0.083,0.053,0.05,0.07
3,2,5,1,0.011,0.286,0.341,0.0,0.064,0.033,0.264
4,6,5,1,0.193,0.199,0.109,0.087,0.0,0.076,0.337
5,2,5,2,0.03,0.333,0.539,0.054,0.027,0.0,0.017
6,1,5,1,0.053,0.564,0.269,0.029,0.033,0.053,0.0
1,2,6,1,0.059,0.0,0.517,0.029,0.059,0.104,0.233
2,1,6,2,0.17,0.52,0.0,0.076,0.071,0.07,0.093
3,2,6,1,0.0,0.266,0.583,0.0,0.027,0.067,0.057
