user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8
1,6,0,2,0.001,0.0,0.108,0.056,0.01,0.024,0.294,0.26,0.046
2,6,0,1,0.011,0.044,0.0,0.034,0.001,0.068,0.5489999999999999,0.051,0.041
3,2,0,1,0.101,0.036,0.247,0.0,0.034,0.051,0.18,0.1369999999999999,0.013
4,6,0,2,0.0,0.031,0.17,0.057,0.0,0.056,0.282,0.148,0.056
5,7,0,1,0.1,0.033,0.187,0.039,0.077,0.0,0.147,0.19,0.027
6,2,0,2,0.016,0.043,0.378,0.09,0.021,0.073,0.0,0.148,0.031
7,6,0,1,0.0,0.003,0.026,0.0,0.001,0.0,0.753,0.0,0.017
8,4,0,1,0.041,0.037,0.106,0.083,0.183,0.17,0.088,0.092,0.0
1,6,1,2,0.0069999999999999,0.0,0.146,0.057,0.043,0.04,0.422,0.205,0.08
2,6,1,1,0.014,0.057,0.0,0.043,0.003,0.089,0.6829999999999999,0.065,0.046
3,2,1,1,0.1369999999999999,0.043,0.31,0.0,0.043,0.067,0.223,0.162,0.014
4,3,1,2,0.0,0.033,0.177,0.473,0.0,0.027,0.141,0.117,0.033
5,2,1,1,0.18,0.056,0.222,0.047,0.087,0.0,0.168,0.219,0.021
6,3,1,2,0.0069999999999999,0.029,0.316,0.416,0.019,0.039,0.0,0.1369999999999999,0.039
7,6,1,1,0.0069999999999999,0.018,0.081,0.017,0.011,0.095,0.733,0.0,0.037
8,4,1,1,0.044,0.03,0.075,0.02,0.626,0.043,0.069,0.094,0.0
1,6,2,2,0.006,0.0,0.135,0.061,0.044,0.034,0.455,0.196,0.069
2,8,2,1,0.024,0.153,0.0,0.153,0.054,0.116,0.101,0.055,0.344
3,2,2,1,0.126,0.046,0.357,0.0,0.043,0.066,0.178,0.161,0.024
4,3,2,2,0.0,0.034,0.241,0.34,0.0,0.05,0.151,0.138,0.046
5,2,2,1,0.141,0.04,0.259,0.051,0.157,0.0,0.124,0.198,0.03
6,3,2,2,0.031,0.043,0.298,0.327,0.031,0.054,0.0,0.161,0.054
7,6,2,1,0.053,0.019,0.106,0.031,0.013,0.029,0.7,0.0,0.05
8,4,2,1,0.041,0.024,0.149,0.026,0.271,0.084,0.265,0.139,0.0
1,6,3,2,0.014,0.0,0.231,0.073,0.014,0.02,0.402,0.215,0.031
2,8,3,1,0.014,0.079,0.0,0.029,0.036,0.07,0.054,0.014,0.7040000000000001
3,2,3,1,0.207,0.044,0.292,0.0,0.033,0.05,0.171,0.18,0.023
4,2,3,2,0.0,0.036,0.265,0.201,0.0,0.054,0.215,0.182,0.047
5,2,3,1,0.1639999999999999,0.031,0.273,0.057,0.14,0.0,0.108,0.198,0.029
6,3,3,2,0.03,0.046,0.22,0.384,0.046,0.05,0.0,0.162,0.063
7,6,3,1,0.029,0.049,0.206,0.076,0.026,0.074,0.474,0.0,0.067
8,6,3,1,0.004,0.0069999999999999,0.028,0.021,0.046,0.03,0.655,0.208,0.0
1,0,4,2,0.261,0.0,0.163,0.097,0.027,0.036,0.153,0.232,0.031
2,1,4,1,0.023,0.404,0.0,0.019,0.056,0.111,0.051,0.053,0.284
3,0,4,1,0.6859999999999999,0.029,0.077,0.0,0.029,0.029,0.061,0.091,0.0
4,3,4,2,0.0,0.029,0.239,0.34,0.0,0.046,0.168,0.135,0.043
5,2,4,1,0.04,0.0,0.754,0.014,0.043,0.0,0.014,0.114,0.02
6,3,4,2,0.034,0.044,0.188,0.337,0.056,0.05,0.0,0.217,0.073
7,6,4,1,0.027,0.038,0.1639999999999999,0.053,0.016,0.062,0.579,0.0,0.061
8,6,4,1,0.046,0.036,0.101,0.06,0.049,0.134,0.378,0.197,0.0
1,0,5,2,0.539,0.0,0.084,0.051,0.01,0.019,0.096,0.174,0.027
2,1,5,1,0.026,0.338,0.0,0.013,0.053,0.146,0.064,0.046,0.314
3,7,5,1,0.209,0.039,0.213,0.0,0.026,0.016,0.212,0.279,0.009
4,3,5,2,0.017,0.028,0.229,0.407,0.0,0.031,0.127,0.134,0.027
5,2,5,1,0.1,0.004,0.669,0.019,0.044,0.0,0.017,0.127,0.02
6,2,5,2,0.053,0.09,0.205,0.204,0.051,0.13,0.0,0.179,0.087
7,6,5,1,0.027,0.053,0.294,0.057,0.023,0.054,0.44,0.0,0.051
8,5,5,1,0.03,0.059,0.103,0.109,0.031,0.411,0.157,0.099,0.0
1,0,6,2,0.3670000000000001,0.0,0.149,0.069,0.026,0.041,0.15,0.165,0.033
2,8,6,1,0.017,0.071,0.0,0.029,0.043,0.067,0.059,0.014,0.7
3,7,6,1,0.054,0.024,0.114,0.0,0.014,0.03,0.239,0.52,0.004
4,3,6,2,0.0,0.041,0.207,0.621,0.0,0.017,0.033,0.076,0.004
5,0,6,1,0.574,0.057,0.132,0.029,0.044,0.0,0.05,0.111,0.003
6,3,6,2,0.027,0.066,0.214,0.299,0.053,0.09,0.0,0.1689999999999999,0.083
7,6,6,1,0.014,0.029,0.129,0.029,0.014,0.029,0.7,0.0,0.057
8,6,6,1,0.054,0.045,0.112,0.054,0.046,0.192,0.381,0.116,0.0
1,7,7,2,0.13,0.0,0.201,0.101,0.027,0.049,0.193,0.249,0.05
2,8,7,1,0.014,0.179,0.0,0.266,0.056,0.071,0.074,0.062,0.279
3,6,7,1,0.096,0.067,0.213,0.0,0.04,0.049,0.287,0.235,0.013
4,3,7,2,0.0,0.037,0.136,0.6990000000000001,0.0,0.02,0.046,0.059,0.003
5,7,7,1,0.341,0.047,0.103,0.043,0.039,0.0,0.072,0.342,0.013
6,3,7,2,0.024,0.047,0.289,0.317,0.036,0.054,0.0,0.165,0.067
7,6,7,1,0.026,0.122,0.104,0.144,0.057,0.117,0.32,0.0,0.11
8,6,7,1,0.001,0.014,0.039,0.014,0.041,0.021,0.7759999999999999,0.092,0.0
1,7,8,2,0.04,0.0,0.195,0.087,0.03,0.039,0.208,0.344,0.057
2,6,8,1,0.011,0.045,0.0,0.12,0.014,0.061,0.57,0.147,0.031
3,2,8,1,0.034,0.014,0.508,0.0,0.044,0.04,0.143,0.203,0.013
4,2,8,2,0.0,0.047,0.295,0.093,0.0,0.069,0.212,0.193,0.091
5,7,8,1,0.057,0.014,0.078,0.014,0.029,0.0,0.121,0.655,0.031
6,2,8,2,0.019,0.048,0.475,0.127,0.024,0.047,0.0,0.232,0.029
7,6,8,1,0.019,0.081,0.047,0.084,0.089,0.066,0.5760000000000001,0.0,0.039
8,6,8,1,0.004,0.017,0.06,0.047,0.043,0.029,0.7120000000000001,0.088,0.0
1,7,9,2,0.086,0.0,0.151,0.073,0.021,0.031,0.192,0.402,0.043
2,6,9,1,0.014,0.057,0.0,0.039,0.004,0.1,0.684,0.057,0.044
3,2,9,1,0.303,0.023,0.304,0.0,0.041,0.033,0.132,0.157,0.0069999999999999
4,2,9,2,0.009,0.036,0.294,0.12,0.0,0.069,0.221,0.191,0.061
5,7,9,1,0.051,0.329,0.08,0.021,0.023,0.0,0.09,0.382,0.024
6,2,9,2,0.03,0.078,0.263,0.153,0.041,0.18,0.0,0.182,0.071
7,6,9,1,0.044,0.065,0.2,0.079,0.037,0.112,0.399,0.0,0.064
8,3,9,1,0.064,0.029,0.095,0.544,0.037,0.079,0.101,0.052,0.0
1,0,10,2,0.421,0.0,0.104,0.053,0.02,0.024,0.128,0.219,0.03
2,6,10,1,0.014,0.057,0.0,0.036,0.0069999999999999,0.1,0.6859999999999999,0.057,0.043
3,2,10,1,0.041,0.017,0.513,0.0,0.106,0.037,0.127,0.139,0.02
4,3,10,2,0.174,0.021,0.1639999999999999,0.384,0.0,0.039,0.103,0.093,0.021
5,1,10,1,0.044,0.499,0.094,0.056,0.02,0.0,0.091,0.175,0.021
6,2,10,2,0.021,0.04,0.578,0.096,0.02,0.04,0.0,0.179,0.026
7,6,10,1,0.011,0.026,0.1369999999999999,0.034,0.013,0.044,0.6759999999999999,0.0,0.059
8,3,10,1,0.046,0.014,0.075,0.674,0.029,0.069,0.06,0.033,0.0
1,7,11,2,0.056,0.0,0.218,0.121,0.049,0.056,0.219,0.253,0.029
2,6,11,1,0.014,0.056,0.0,0.036,0.0069999999999999,0.094,0.6890000000000001,0.06,0.044
3,2,11,1,0.017,0.057,0.5579999999999999,0.0,0.031,0.048,0.129,0.117,0.041
4,2,11,2,0.12,0.046,0.272,0.076,0.0,0.049,0.209,0.177,0.053
5,3,11,1,0.016,0.014,0.073,0.6970000000000001,0.04,0.0,0.023,0.094,0.043
6,2,11,2,0.073,0.059,0.41,0.134,0.034,0.061,0.0,0.191,0.037
7,6,11,1,0.04,0.037,0.107,0.051,0.024,0.056,0.65,0.0,0.034
8,3,11,1,0.043,0.041,0.11,0.311,0.047,0.102,0.242,0.104,0.0
1,6,12,2,0.053,0.0,0.216,0.126,0.043,0.057,0.264,0.211,0.031
2,6,12,1,0.014,0.054,0.0,0.036,0.0069999999999999,0.084,0.687,0.064,0.053
3,2,12,1,0.023,0.014,0.664,0.0,0.031,0.03,0.091,0.113,0.034
4,2,12,2,0.014,0.029,0.307,0.154,0.0,0.064,0.206,0.16,0.066
5,3,12,1,0.014,0.014,0.071,0.7140000000000001,0.043,0.0,0.014,0.086,0.043
6,3,12,2,0.17,0.086,0.17,0.191,0.061,0.104,0.0,0.139,0.079
7,6,12,1,0.006,0.006,0.056,0.009,0.001,0.01,0.889,0.0,0.024
8,3,12,1,0.064,0.068,0.127,0.259,0.056,0.1369999999999999,0.158,0.13,0.0
1,7,13,2,0.049,0.0,0.221,0.123,0.047,0.053,0.228,0.244,0.036
2,6,13,1,0.021,0.05,0.0,0.051,0.021,0.086,0.443,0.263,0.064
3,2,13,1,0.053,0.027,0.424,0.0,0.037,0.03,0.263,0.145,0.021
4,3,13,2,0.006,0.027,0.248,0.356,0.0,0.047,0.1369999999999999,0.141,0.039
5,3,13,1,0.014,0.014,0.074,0.7140000000000001,0.044,0.0,0.011,0.084,0.043
6,3,13,2,0.054,0.092,0.203,0.22,0.074,0.101,0.0,0.159,0.096
