user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6
1,6,0,2,0.089,0.0,0.061,0.06,0.053,0.226,0.312
2,0,0,1,0.383,0.123,0.0,0.047,0.109,0.034,0.105
3,0,0,1,0.239,0.121,0.111,0.0,0.056,0.172,0.101
4,0,0,1,0.516,0.071,0.043,0.045,0.0,0.037,0.088
5,6,0,2,0.134,0.067,0.047,0.08,0.013,0.0,0.458
6,2,0,1,0.154,0.163,0.228,0.073,0.077,0.105,0.0
1,5,1,2,0.171,0.0,0.088,0.06,0.05,0.358,0.273
2,0,1,1,0.5760000000000001,0.099,0.0,0.053,0.1639999999999999,0.037,0.071
3,0,1,1,0.293,0.133,0.109,0.0,0.076,0.199,0.19
4,0,1,1,0.623,0.094,0.057,0.052,0.0,0.056,0.118
5,6,1,2,0.079,0.079,0.054,0.105,0.001,0.0,0.682
6,0,1,1,0.6609999999999999,0.061,0.084,0.063,0.073,0.057,0.0
1,6,2,2,0.061,0.0,0.096,0.068,0.059,0.327,0.389
2,4,2,1,0.193,0.117,0.0,0.076,0.39,0.071,0.152
3,2,2,1,0.156,0.094,0.366,0.0,0.044,0.201,0.139
4,0,2,1,0.454,0.076,0.0819999999999999,0.09,0.0,0.16,0.138
5,6,2,2,0.147,0.07,0.046,0.077,0.017,0.0,0.643
6,0,2,1,0.606,0.081,0.099,0.061,0.096,0.057,0.0
1,6,3,2,0.016,0.0,0.104,0.078,0.064,0.262,0.476
2,1,3,1,0.05,0.391,0.0,0.125,0.051,0.047,0.335
3,2,3,1,0.106,0.067,0.482,0.0,0.034,0.171,0.14
4,0,3,1,0.54,0.087,0.053,0.084,0.0,0.092,0.144
5,6,3,2,0.351,0.083,0.054,0.089,0.027,0.0,0.395
6,0,3,1,0.584,0.083,0.103,0.077,0.097,0.055,0.0
1,6,4,2,0.027,0.0,0.146,0.131,0.229,0.181,0.286
2,6,4,1,0.026,0.333,0.0,0.081,0.04,0.026,0.495
3,2,4,1,0.096,0.087,0.56,0.0,0.03,0.166,0.061
4,2,4,1,0.177,0.13,0.2,0.2,0.0,0.133,0.16
