user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,4,0,1,0.014,0.0,0.043,0.129,0.444,0.081,0.034,0.054
2,1,0,1,0.023,0.244,0.0,0.049,0.093,0.119,0.209,0.064
3,1,0,1,0.0,0.631,0.027,0.0,0.052,0.069,0.0,0.021
4,1,0,2,0.004,0.7509999999999999,0.0,0.0,0.0,0.019,0.016,0.01
5,1,0,2,0.014,0.44,0.064,0.07,0.118,0.0,0.053,0.04
6,3,0,1,0.0,0.243,0.009,0.284,0.096,0.109,0.0,0.06
7,4,0,2,0.044,0.24,0.045,0.037,0.311,0.031,0.091,0.0
1,3,1,1,0.02,0.0,0.065,0.424,0.28,0.083,0.042,0.086
2,5,1,1,0.176,0.182,0.0,0.067,0.065,0.416,0.057,0.037
3,1,1,1,0.0,0.795,0.026,0.0,0.07,0.083,0.0,0.027
4,1,1,2,0.011,0.604,0.033,0.036,0.0,0.187,0.07,0.059
5,1,1,2,0.001,0.894,0.014,0.021,0.029,0.0,0.01,0.03
6,1,1,1,0.0,0.493,0.0,0.079,0.274,0.133,0.0,0.021
7,6,1,2,0.0,0.177,0.058,0.039,0.1639999999999999,0.011,0.551,0.0
1,3,2,1,0.016,0.0,0.049,0.7070000000000001,0.077,0.043,0.034,0.074
2,5,2,1,0.06,0.212,0.0,0.121,0.117,0.303,0.123,0.064
3,1,2,1,0.004,0.742,0.058,0.0,0.074,0.086,0.009,0.027
4,7,2,2,0.024,0.133,0.027,0.074,0.0,0.096,0.063,0.583
5,1,2,2,0.0069999999999999,0.679,0.031,0.05,0.088,0.0,0.076,0.069
6,4,2,1,0.0,0.192,0.0,0.026,0.6509999999999999,0.091,0.0,0.04
7,6,2,2,0.0,0.107,0.041,0.039,0.168,0.014,0.631,0.0
1,3,3,1,0.017,0.0,0.059,0.643,0.084,0.066,0.041,0.09
2,5,3,1,0.059,0.231,0.0,0.114,0.103,0.334,0.093,0.066
3,1,3,1,0.003,0.706,0.053,0.0,0.07,0.136,0.001,0.031
4,7,3,2,0.02,0.177,0.033,0.063,0.0,0.096,0.054,0.557
5,3,3,2,0.016,0.153,0.067,0.439,0.134,0.0,0.08,0.111
6,1,3,1,0.0,0.615,0.0069999999999999,0.077,0.248,0.03,0.0,0.023
7,1,3,2,0.0,0.398,0.046,0.033,0.159,0.031,0.333,0.0
1,3,4,1,0.019,0.0,0.049,0.5329999999999999,0.213,0.087,0.036,0.063
2,5,4,1,0.043,0.083,0.0,0.043,0.055,0.716,0.044,0.016
3,5,4,1,0.0,0.095,0.053,0.0,0.033,0.74,0.058,0.02
4,7,4,2,0.026,0.014,0.053,0.064,0.0,0.144,0.071,0.627
5,2,4,2,0.011,0.094,0.63,0.074,0.0819999999999999,0.0,0.064,0.044
6,5,4,1,0.009,0.215,0.006,0.111,0.298,0.33,0.0,0.031
7,6,4,2,0.003,0.157,0.057,0.053,0.145,0.111,0.474,0.0
1,4,5,1,0.031,0.0,0.061,0.06,0.629,0.101,0.049,0.069
2,5,5,1,0.036,0.092,0.0,0.049,0.058,0.701,0.05,0.014
3,5,5,1,0.0,0.071,0.029,0.0,0.042,0.7609999999999999,0.064,0.033
4,7,5,2,0.026,0.021,0.048,0.064,0.0,0.143,0.069,0.629
5,1,5,2,0.02,0.362,0.067,0.214,0.1639999999999999,0.0,0.076,0.097
6,3,5,1,0.083,0.16,0.006,0.443,0.063,0.151,0.0,0.094
7,1,5,2,0.017,0.518,0.029,0.197,0.102,0.043,0.093,0.0
1,4,6,1,0.029,0.0,0.064,0.057,0.643,0.086,0.05,0.071
