user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,7,0,2,0.021,0.0,0.057,0.034,0.01,0.064,0.046,0.5670000000000001
2,1,0,1,0.041,0.391,0.0,0.031,0.0,0.009,0.003,0.324
3,2,0,1,0.111,0.023,0.377,0.0,0.013,0.071,0.009,0.196
4,7,0,1,0.033,0.017,0.017,0.24,0.0,0.046,0.05,0.397
5,7,0,2,0.083,0.046,0.069,0.021,0.023,0.0,0.034,0.524
6,7,0,1,0.069,0.039,0.023,0.053,0.046,0.034,0.0,0.537
7,1,0,2,0.299,0.364,0.023,0.011,0.046,0.046,0.011,0.0
1,7,1,2,0.013,0.0,0.071,0.039,0.014,0.083,0.056,0.7240000000000001
2,1,1,1,0.07,0.634,0.0,0.07,0.009,0.016,0.016,0.186
3,2,1,1,0.056,0.014,0.644,0.0,0.004,0.099,0.006,0.177
4,7,1,1,0.057,0.047,0.12,0.156,0.0,0.08,0.096,0.444
5,7,1,2,0.131,0.083,0.104,0.07,0.036,0.0,0.084,0.491
6,7,1,1,0.086,0.043,0.037,0.071,0.057,0.043,0.0,0.6629999999999999
7,1,1,2,0.29,0.496,0.041,0.033,0.06,0.061,0.019,0.0
1,7,2,2,0.0,0.0,0.071,0.029,0.014,0.086,0.057,0.743
2,1,2,1,0.094,0.736,0.0,0.1,0.014,0.021,0.029,0.006
3,2,2,1,0.071,0.1,0.411,0.0,0.039,0.26,0.077,0.041
4,2,2,1,0.081,0.043,0.431,0.107,0.0,0.099,0.107,0.131
5,1,2,2,0.1,0.33,0.131,0.104,0.047,0.0,0.19,0.097
6,7,2,1,0.086,0.043,0.043,0.071,0.057,0.04,0.0,0.66
7,1,2,2,0.143,0.316,0.269,0.103,0.073,0.061,0.036,0.0
1,7,3,2,0.0,0.0,0.071,0.031,0.019,0.086,0.057,0.736
2,1,3,1,0.089,0.743,0.0,0.094,0.014,0.029,0.014,0.017
3,2,3,1,0.051,0.069,0.41,0.0,0.031,0.154,0.073,0.211
4,7,3,1,0.08,0.059,0.15,0.103,0.0,0.121,0.113,0.374
5,6,3,2,0.083,0.031,0.001,0.036,0.017,0.0,0.613,0.219
6,7,3,1,0.086,0.043,0.043,0.071,0.057,0.034,0.0,0.6659999999999999
7,2,3,2,0.044,0.127,0.409,0.194,0.096,0.086,0.044,0.0
1,7,4,2,0.0,0.0,0.071,0.029,0.019,0.086,0.057,0.7390000000000001
2,1,4,1,0.067,0.5770000000000001,0.0,0.054,0.004,0.024,0.004,0.269
3,7,4,1,0.054,0.074,0.09,0.0,0.163,0.183,0.101,0.334
4,7,4,1,0.054,0.034,0.09,0.194,0.0,0.053,0.054,0.52
5,7,4,2,0.053,0.221,0.011,0.043,0.027,0.0,0.319,0.326
6,7,4,1,0.086,0.043,0.043,0.071,0.057,0.029,0.0,0.6709999999999999
7,2,4,2,0.04,0.099,0.509,0.179,0.063,0.081,0.03,0.0
1,7,5,2,0.0,0.0,0.043,0.023,0.01,0.054,0.039,0.831
2,1,5,1,0.057,0.503,0.0,0.043,0.0,0.026,0.0,0.371
3,7,5,1,0.029,0.054,0.047,0.0,0.039,0.101,0.069,0.6609999999999999
