user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8
1,2,0,1,0.211,0.0,0.254,0.041,0.046,0.153,0.041,0.029,0.024
2,1,0,1,0.021,0.424,0.0,0.061,0.067,0.009,0.123,0.011,0.083
3,1,0,2,0.011,0.417,0.071,0.0,0.046,0.064,0.063,0.07,0.057
4,1,0,2,0.0,0.354,0.051,0.221,0.0,0.06,0.056,0.046,0.011
5,0,0,1,0.346,0.051,0.174,0.05,0.061,0.0,0.056,0.039,0.023
6,1,0,2,0.034,0.271,0.186,0.047,0.063,0.036,0.0,0.056,0.107
7,8,0,1,0.024,0.066,0.03,0.071,0.177,0.081,0.079,0.0,0.271
8,7,0,1,0.011,0.044,0.027,0.049,0.051,0.023,0.046,0.5489999999999999,0.0
1,5,1,1,0.1369999999999999,0.0,0.1639999999999999,0.06,0.06,0.267,0.047,0.051,0.213
2,1,1,1,0.024,0.62,0.0,0.063,0.076,0.004,0.127,0.019,0.067
3,1,1,2,0.014,0.517,0.09,0.0,0.049,0.091,0.071,0.093,0.074
4,3,1,2,0.0,0.121,0.077,0.569,0.0,0.084,0.086,0.06,0.003
5,2,1,1,0.181,0.08,0.326,0.074,0.119,0.0,0.116,0.067,0.037
6,2,1,2,0.043,0.041,0.4370000000000001,0.366,0.046,0.021,0.0,0.026,0.02
7,8,1,1,0.051,0.077,0.051,0.1,0.21,0.127,0.117,0.0,0.266
8,7,1,1,0.014,0.056,0.033,0.06,0.063,0.029,0.06,0.6859999999999999,0.0
1,8,2,1,0.046,0.0,0.056,0.064,0.09,0.14,0.133,0.067,0.404
2,1,2,1,0.046,0.386,0.0,0.064,0.13,0.03,0.15,0.119,0.076
3,1,2,2,0.046,0.287,0.113,0.0,0.067,0.17,0.119,0.094,0.104
4,1,2,2,0.0,0.614,0.063,0.094,0.0,0.076,0.073,0.066,0.014
5,2,2,1,0.069,0.021,0.71,0.056,0.044,0.0,0.064,0.033,0.003
6,3,2,2,0.071,0.071,0.086,0.643,0.057,0.014,0.0,0.057,0.0
7,4,2,1,0.06,0.176,0.067,0.13,0.183,0.146,0.114,0.0,0.124
8,7,2,1,0.014,0.039,0.033,0.061,0.067,0.029,0.071,0.6859999999999999,0.0
1,8,3,1,0.036,0.0,0.079,0.061,0.08,0.086,0.039,0.056,0.564
2,1,3,1,0.024,0.5660000000000001,0.0,0.073,0.089,0.0069999999999999,0.117,0.056,0.069
3,1,3,2,0.019,0.499,0.089,0.0,0.059,0.093,0.087,0.079,0.077
4,3,3,2,0.0,0.093,0.064,0.631,0.0,0.067,0.073,0.059,0.013
5,2,3,1,0.107,0.066,0.5,0.079,0.07,0.0,0.101,0.05,0.027
6,3,3,2,0.081,0.07,0.31,0.326,0.093,0.037,0.0,0.051,0.031
7,4,3,1,0.064,0.081,0.06,0.107,0.309,0.099,0.203,0.0,0.077
8,7,3,1,0.014,0.037,0.043,0.071,0.057,0.029,0.063,0.6859999999999999,0.0
1,8,4,1,0.034,0.0,0.019,0.057,0.057,0.081,0.02,0.057,0.674
2,6,4,1,0.02,0.237,0.0,0.026,0.06,0.02,0.52,0.057,0.06
3,1,4,2,0.014,0.527,0.086,0.0,0.067,0.077,0.071,0.093,0.064
4,3,4,2,0.0,0.056,0.07,0.6859999999999999,0.0,0.046,0.071,0.057,0.014
5,2,4,1,0.179,0.089,0.321,0.066,0.099,0.0,0.129,0.077,0.041
6,3,4,2,0.087,0.086,0.141,0.507,0.07,0.031,0.0,0.063,0.014
7,4,4,1,0.081,0.034,0.043,0.074,0.529,0.093,0.106,0.0,0.04
8,7,4,1,0.014,0.043,0.043,0.071,0.057,0.029,0.057,0.6859999999999999,0.0
1,8,5,1,0.039,0.0,0.014,0.057,0.057,0.086,0.024,0.049,0.674
2,6,5,1,0.02,0.039,0.0,0.317,0.107,0.071,0.35,0.044,0.051
3,1,5,2,0.03,0.393,0.101,0.0,0.089,0.114,0.083,0.096,0.094
4,3,5,2,0.003,0.054,0.196,0.473,0.0,0.063,0.099,0.066,0.047
5,2,5,1,0.05,0.044,0.639,0.076,0.05,0.0,0.081,0.039,0.021
6,3,5,2,0.071,0.066,0.089,0.647,0.047,0.019,0.0,0.061,0.0
7,4,5,1,0.064,0.05,0.046,0.076,0.429,0.077,0.21,0.0,0.049
8,7,5,1,0.014,0.043,0.043,0.071,0.057,0.029,0.064,0.679,0.0
1,8,6,1,0.033,0.0,0.023,0.057,0.057,0.077,0.014,0.056,0.6829999999999999
2,6,6,1,0.017,0.04,0.0,0.237,0.141,0.086,0.383,0.043,0.053
3,1,6,2,0.041,0.243,0.097,0.0,0.08,0.1369999999999999,0.11,0.094,0.197
4,8,6,2,0.001,0.067,0.071,0.106,0.0,0.093,0.1369999999999999,0.074,0.45
5,2,6,1,0.089,0.074,0.496,0.081,0.074,0.0,0.11,0.05,0.026
6,3,6,2,0.104,0.104,0.214,0.321,0.114,0.051,0.0,0.056,0.034
7,4,6,1,0.037,0.036,0.063,0.326,0.343,0.057,0.094,0.0,0.044
8,7,6,1,0.014,0.043,0.043,0.069,0.06,0.029,0.067,0.6759999999999999,0.0
1,8,7,1,0.029,0.0,0.019,0.057,0.057,0.081,0.017,0.06,0.68
2,6,7,1,0.021,0.047,0.0,0.016,0.057,0.029,0.733,0.046,0.051
3,8,7,2,0.02,0.027,0.071,0.0,0.043,0.069,0.1,0.093,0.5770000000000001
4,3,7,2,0.0069999999999999,0.077,0.1369999999999999,0.376,0.0,0.106,0.131,0.084,0.081
5,2,7,1,0.131,0.101,0.244,0.084,0.124,0.0,0.17,0.087,0.057
6,2,7,2,0.021,0.021,0.677,0.17,0.04,0.03,0.0,0.0069999999999999,0.033
7,3,7,1,0.03,0.217,0.076,0.3,0.22,0.047,0.071,0.0,0.039
8,7,7,1,0.016,0.037,0.044,0.074,0.063,0.034,0.079,0.653,0.0
1,8,8,1,0.029,0.0,0.02,0.057,0.057,0.08,0.017,0.057,0.6829999999999999
2,6,8,1,0.034,0.149,0.0,0.063,0.124,0.049,0.4370000000000001,0.056,0.089
3,8,8,2,0.014,0.029,0.064,0.0,0.043,0.126,0.084,0.083,0.557
4,3,8,2,0.0,0.047,0.064,0.6859999999999999,0.0,0.056,0.076,0.057,0.014
5,2,8,1,0.106,0.121,0.286,0.076,0.111,0.0,0.17,0.084,0.046
6,2,8,2,0.089,0.116,0.226,0.206,0.094,0.163,0.0,0.063,0.044
7,4,8,1,0.05,0.147,0.13,0.174,0.214,0.089,0.113,0.0,0.083
8,7,8,1,0.014,0.05,0.036,0.064,0.061,0.029,0.07,0.6759999999999999,0.0
1,8,9,1,0.037,0.0,0.014,0.057,0.057,0.086,0.014,0.053,0.6809999999999999
2,6,9,1,0.023,0.066,0.0,0.064,0.147,0.05,0.509,0.036,0.106
3,8,9,2,0.006,0.029,0.057,0.0,0.044,0.156,0.073,0.084,0.551
4,3,9,2,0.0,0.05,0.079,0.6859999999999999,0.0,0.04,0.08,0.051,0.014
5,2,9,1,0.063,0.053,0.583,0.073,0.06,0.0,0.096,0.056,0.017
6,1,9,2,0.083,0.3,0.247,0.104,0.096,0.056,0.0,0.049,0.066
7,3,9,1,0.036,0.107,0.134,0.289,0.184,0.073,0.101,0.0,0.076
8,7,9,1,0.014,0.036,0.041,0.057,0.056,0.029,0.083,0.684,0.0
1,8,10,1,0.039,0.0,0.019,0.057,0.057,0.081,0.014,0.05,0.6829999999999999
2,6,10,1,0.047,0.087,0.0,0.081,0.181,0.079,0.334,0.047,0.143
3,8,10,2,0.009,0.036,0.064,0.0,0.043,0.104,0.08,0.091,0.573
4,3,10,2,0.001,0.069,0.077,0.41,0.0,0.063,0.104,0.1669999999999999,0.109
5,2,10,1,0.141,0.09,0.263,0.066,0.113,0.0,0.16,0.103,0.064
6,8,10,2,0.041,0.134,0.107,0.057,0.074,0.047,0.0,0.061,0.477
7,3,10,1,0.054,0.12,0.144,0.234,0.17,0.074,0.114,0.0,0.089
8,7,10,1,0.014,0.024,0.037,0.056,0.059,0.029,0.107,0.674,0.0
1,8,11,1,0.043,0.0,0.033,0.063,0.114,0.091,0.034,0.07,0.551
2,6,11,1,0.041,0.1,0.0,0.113,0.203,0.1,0.243,0.05,0.15
3,8,11,2,0.014,0.026,0.07,0.0,0.043,0.054,0.1,0.106,0.5870000000000001
4,7,11,2,0.0,0.014,0.043,0.029,0.0,0.071,0.07,0.7190000000000001,0.054
5,2,11,1,0.129,0.069,0.244,0.073,0.133,0.0,0.157,0.107,0.089
6,8,11,2,0.02,0.11,0.089,0.049,0.033,0.019,0.0,0.101,0.58
7,3,11,1,0.043,0.11,0.119,0.351,0.136,0.059,0.106,0.0,0.077
8,7,11,1,0.014,0.04,0.036,0.071,0.057,0.029,0.081,0.6709999999999999,0.0
1,8,12,1,0.016,0.0,0.023,0.066,0.074,0.071,0.034,0.157,0.5589999999999999
2,6,12,1,0.037,0.103,0.0,0.086,0.191,0.089,0.224,0.129,0.141
3,7,12,2,0.027,0.144,0.049,0.0,0.043,0.064,0.09,0.339,0.244
4,7,12,2,0.0,0.014,0.043,0.03,0.0,0.071,0.06,0.736,0.046
5,7,12,1,0.141,0.081,0.1689999999999999,0.046,0.069,0.0,0.144,0.304,0.046
6,7,12,2,0.06,0.106,0.096,0.034,0.014,0.031,0.0,0.591,0.067
7,4,12,1,0.061,0.084,0.104,0.156,0.216,0.104,0.107,0.0,0.1669999999999999
8,7,12,1,0.014,0.041,0.039,0.071,0.057,0.029,0.07,0.679,0.0
1,8,13,1,0.039,0.0,0.031,0.089,0.149,0.109,0.05,0.177,0.357
2,6,13,1,0.046,0.124,0.0,0.091,0.17,0.081,0.28,0.081,0.126
3,8,13,2,0.03,0.019,0.049,0.0,0.04,0.057,0.106,0.287,0.413
4,7,13,2,0.0,0.014,0.043,0.029,0.0,0.071,0.067,0.723,0.053
5,7,13,1,0.063,0.077,0.23,0.049,0.073,0.0,0.177,0.287,0.044
6,7,13,2,0.057,0.094,0.086,0.03,0.0,0.029,0.0,0.627,0.077
7,4,13,1,0.061,0.03,0.066,0.071,0.5529999999999999,0.07,0.06,0.0,0.089
8,7,13,1,0.014,0.029,0.043,0.071,0.057,0.029,0.071,0.6859999999999999,0.0
1,8,14,1,0.019,0.0,0.027,0.047,0.073,0.079,0.026,0.099,0.631
2,6,14,1,0.057,0.1369999999999999,0.0,0.101,0.181,0.087,0.221,0.077,0.1369999999999999
3,8,14,2,0.021,0.177,0.056,0.0,0.076,0.07,0.094,0.221,0.284
4,7,14,2,0.0,0.014,0.046,0.033,0.0,0.073,0.061,0.73,0.043
5,6,14,1,0.119,0.117,0.183,0.051,0.067,0.0,0.247,0.17,0.046
6,7,14,2,0.054,0.094,0.094,0.027,0.009,0.029,0.0,0.579,0.114
7,4,14,1,0.056,0.036,0.059,0.073,0.5,0.069,0.074,0.0,0.134
8,7,14,1,0.014,0.031,0.041,0.071,0.056,0.029,0.071,0.6859999999999999,0.0
1,4,15,1,0.06,0.0,0.059,0.1369999999999999,0.176,0.161,0.127,0.111,0.1689999999999999
