user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,2,0,2,0.02,0.0,0.275,0.021,0.189,0.125,0.1,0.069
2,1,0,1,0.057,0.517,0.0,0.044,0.026,0.054,0.033,0.069
3,6,0,2,0.021,0.057,0.121,0.0,0.026,0.13,0.387,0.057
4,2,0,2,0.077,0.101,0.226,0.071,0.0,0.217,0.056,0.051
5,4,0,1,0.079,0.08,0.057,0.083,0.286,0.0,0.063,0.153
6,2,0,1,0.026,0.147,0.261,0.04,0.039,0.246,0.0,0.041
7,6,0,1,0.037,0.043,0.089,0.023,0.046,0.163,0.4,0.0
1,2,1,2,0.02,0.0,0.381,0.023,0.223,0.159,0.119,0.076
2,1,1,1,0.063,0.434,0.0,0.053,0.032,0.096,0.05,0.273
3,6,1,2,0.029,0.07,0.153,0.0,0.019,0.17,0.474,0.086
4,2,1,2,0.093,0.123,0.304,0.097,0.0,0.24,0.073,0.07
5,4,1,1,0.099,0.166,0.081,0.094,0.292,0.0,0.087,0.18
6,1,1,1,0.029,0.487,0.235,0.044,0.026,0.147,0.0,0.033
7,5,1,1,0.017,0.087,0.126,0.033,0.039,0.5710000000000001,0.127,0.0
1,2,2,2,0.013,0.0,0.457,0.036,0.159,0.165,0.124,0.046
2,1,2,1,0.054,0.277,0.0,0.106,0.188,0.126,0.083,0.1669999999999999
3,6,2,2,0.029,0.071,0.16,0.0,0.019,0.1689999999999999,0.481,0.071
4,2,2,2,0.1,0.116,0.303,0.109,0.0,0.252,0.071,0.049
5,1,2,1,0.067,0.614,0.057,0.036,0.091,0.0,0.093,0.042
6,1,2,1,0.029,0.33,0.29,0.046,0.039,0.23,0.0,0.037
7,6,2,1,0.036,0.06,0.1,0.046,0.066,0.311,0.381,0.0
1,2,3,2,0.001,0.0,0.58,0.036,0.084,0.158,0.119,0.022
2,1,3,1,0.057,0.43,0.0,0.076,0.16,0.103,0.061,0.113
3,6,3,2,0.029,0.071,0.168,0.0,0.014,0.18,0.471,0.066
4,2,3,2,0.094,0.123,0.302,0.103,0.0,0.239,0.081,0.057
5,1,3,1,0.054,0.617,0.059,0.043,0.078,0.0,0.101,0.048
6,5,3,1,0.03,0.063,0.386,0.046,0.027,0.399,0.0,0.049
7,4,3,1,0.061,0.05,0.194,0.099,0.234,0.142,0.22,0.0
1,2,4,2,0.0,0.0,0.494,0.07,0.114,0.162,0.126,0.034
2,5,4,1,0.063,0.101,0.0,0.097,0.066,0.417,0.076,0.179
3,6,4,2,0.029,0.067,0.163,0.0,0.045,0.176,0.4370000000000001,0.084
4,7,4,2,0.076,0.096,0.219,0.049,0.0,0.174,0.063,0.324
5,1,4,1,0.226,0.361,0.037,0.08,0.091,0.0,0.101,0.104
6,1,4,1,0.029,0.387,0.267,0.04,0.02,0.203,0.0,0.054
7,2,4,1,0.069,0.093,0.232,0.156,0.1639999999999999,0.202,0.084,0.0
1,2,5,2,0.003,0.0,0.545,0.041,0.111,0.158,0.11,0.032
2,5,5,1,0.061,0.056,0.0,0.077,0.059,0.506,0.067,0.173
