user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,5,0,2,0.004,0.0,0.13,0.039,0.177,0.376,0.053,0.021
2,3,0,2,0.04,0.014,0.0,0.337,0.053,0.197,0.084,0.074
3,7,0,1,0.03,0.133,0.131,0.0,0.111,0.114,0.099,0.181
4,2,0,1,0.034,0.054,0.297,0.096,0.0,0.251,0.046,0.021
5,1,0,1,0.074,0.213,0.157,0.091,0.133,0.0,0.037,0.094
6,2,0,1,0.034,0.039,0.5770000000000001,0.05,0.044,0.013,0.0,0.043
7,0,0,2,0.237,0.193,0.04,0.04,0.097,0.003,0.19,0.0
1,5,1,2,0.0,0.0,0.119,0.039,0.207,0.5529999999999999,0.059,0.024
2,5,1,2,0.059,0.044,0.0,0.056,0.067,0.573,0.1669999999999999,0.034
3,1,1,1,0.041,0.184,0.173,0.0,0.16,0.161,0.129,0.151
4,2,1,1,0.054,0.05,0.467,0.131,0.0,0.23,0.043,0.024
5,7,1,1,0.066,0.173,0.189,0.044,0.109,0.0,0.079,0.341
6,1,1,1,0.047,0.374,0.314,0.064,0.059,0.049,0.0,0.093
7,0,1,2,0.331,0.244,0.049,0.056,0.123,0.011,0.186,0.0
1,5,2,2,0.0,0.0,0.126,0.019,0.039,0.743,0.054,0.02
2,5,2,2,0.166,0.05,0.0,0.093,0.076,0.369,0.201,0.046
3,1,2,1,0.034,0.206,0.194,0.0,0.15,0.173,0.134,0.109
4,2,2,1,0.054,0.083,0.457,0.141,0.0,0.19,0.044,0.03
5,1,2,1,0.084,0.246,0.187,0.067,0.197,0.0,0.079,0.14
6,1,2,1,0.053,0.6559999999999999,0.126,0.033,0.024,0.053,0.0,0.056
7,0,2,2,0.431,0.124,0.176,0.047,0.091,0.033,0.097,0.0
1,5,3,2,0.0,0.0,0.097,0.016,0.041,0.7509999999999999,0.056,0.039
2,6,3,2,0.176,0.051,0.0,0.134,0.1,0.059,0.387,0.093
3,2,3,1,0.027,0.196,0.209,0.0,0.1639999999999999,0.143,0.127,0.134
4,2,3,1,0.057,0.184,0.279,0.144,0.0,0.197,0.097,0.041
5,1,3,1,0.066,0.339,0.113,0.05,0.147,0.0,0.191,0.094
6,2,3,1,0.244,0.149,0.374,0.053,0.066,0.036,0.0,0.079
7,2,3,2,0.12,0.059,0.37,0.077,0.089,0.02,0.266,0.0
1,3,4,2,0.014,0.0,0.211,0.284,0.176,0.211,0.051,0.051
2,6,4,2,0.029,0.021,0.0,0.077,0.071,0.054,0.674,0.073
3,7,4,1,0.02,0.156,0.177,0.0,0.154,0.111,0.13,0.251
4,2,4,1,0.064,0.103,0.253,0.211,0.0,0.243,0.091,0.034
5,1,4,1,0.064,0.659,0.091,0.05,0.093,0.0,0.003,0.04
6,2,4,1,0.301,0.057,0.346,0.104,0.114,0.046,0.0,0.031
7,2,4,2,0.059,0.049,0.51,0.073,0.093,0.023,0.194,0.0
1,4,5,2,0.004,0.0,0.083,0.1,0.4970000000000001,0.221,0.051,0.043
2,6,5,2,0.029,0.011,0.0,0.083,0.071,0.037,0.6859999999999999,0.083
3,7,5,1,0.021,0.134,0.1689999999999999,0.0,0.136,0.116,0.123,0.301
4,5,5,1,0.071,0.086,0.19,0.189,0.0,0.251,0.154,0.059
5,1,5,1,0.067,0.627,0.096,0.061,0.1,0.0,0.0069999999999999,0.041
6,2,5,1,0.134,0.066,0.551,0.073,0.099,0.027,0.0,0.05
7,2,5,2,0.073,0.069,0.494,0.07,0.1369999999999999,0.031,0.126,0.0
1,5,6,2,0.006,0.0,0.101,0.249,0.201,0.34,0.053,0.05
2,7,6,2,0.069,0.006,0.0,0.091,0.046,0.04,0.181,0.5670000000000001
3,5,6,1,0.027,0.171,0.1689999999999999,0.0,0.1689999999999999,0.223,0.114,0.127
4,2,6,1,0.069,0.114,0.266,0.127,0.0,0.1669999999999999,0.206,0.051
5,1,6,1,0.056,0.684,0.086,0.057,0.086,0.0,0.0,0.031
6,2,6,1,0.047,0.143,0.53,0.061,0.061,0.017,0.0,0.14
