user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6
1,3,0,1,0.026,0.0,0.064,0.451,0.101,0.047,0.11
2,3,0,1,0.013,0.053,0.0,0.41,0.047,0.02,0.257
3,4,0,1,0.091,0.07,0.1,0.0,0.387,0.034,0.117
4,3,0,1,0.059,0.09,0.163,0.296,0.0,0.074,0.119
5,0,0,2,0.31,0.034,0.037,0.251,0.026,0.0,0.142
6,3,0,2,0.067,0.02,0.054,0.546,0.069,0.044,0.0
1,4,1,1,0.013,0.0,0.09,0.165,0.529,0.059,0.145
2,3,1,1,0.037,0.099,0.0,0.442,0.08,0.051,0.291
3,4,1,1,0.114,0.087,0.126,0.0,0.483,0.043,0.147
4,0,1,1,0.393,0.111,0.097,0.204,0.0,0.071,0.123
5,0,1,2,0.444,0.064,0.046,0.148,0.049,0.0,0.249
6,3,1,2,0.071,0.024,0.153,0.62,0.084,0.047,0.0
1,3,2,1,0.046,0.0,0.084,0.303,0.254,0.13,0.183
2,3,2,1,0.037,0.093,0.0,0.503,0.086,0.054,0.227
3,6,2,1,0.087,0.131,0.116,0.0,0.217,0.051,0.397
4,3,2,1,0.1669999999999999,0.146,0.1,0.325,0.0,0.103,0.159
5,0,2,2,0.409,0.043,0.049,0.265,0.043,0.0,0.192
6,3,2,2,0.066,0.016,0.146,0.6409999999999999,0.086,0.046,0.0
1,3,3,1,0.096,0.0,0.076,0.346,0.117,0.097,0.268
2,3,3,1,0.027,0.091,0.0,0.361,0.124,0.071,0.324
3,4,3,1,0.156,0.09,0.106,0.0,0.514,0.051,0.083
4,2,3,1,0.077,0.157,0.33,0.227,0.0,0.083,0.126
5,0,3,2,0.444,0.053,0.05,0.179,0.057,0.0,0.217
6,3,3,2,0.083,0.183,0.207,0.414,0.064,0.049,0.0
1,6,4,1,0.1,0.0,0.073,0.295,0.126,0.104,0.302
2,4,4,1,0.05,0.089,0.0,0.249,0.277,0.073,0.262
3,1,4,1,0.176,0.363,0.1369999999999999,0.0,0.184,0.064,0.076
4,3,4,1,0.076,0.191,0.084,0.429,0.0,0.067,0.153
5,0,4,2,0.46,0.063,0.057,0.115,0.064,0.0,0.241
6,1,4,2,0.047,0.534,0.326,0.044,0.039,0.01,0.0
1,3,5,1,0.184,0.0,0.074,0.299,0.079,0.101,0.263
2,6,5,1,0.03,0.04,0.0,0.13,0.126,0.324,0.35
3,1,5,1,0.189,0.47,0.153,0.0,0.089,0.04,0.06
4,3,5,1,0.089,0.174,0.073,0.452,0.0,0.063,0.149
5,0,5,2,0.496,0.069,0.063,0.118,0.056,0.0,0.199
6,1,5,2,0.043,0.687,0.194,0.033,0.043,0.0,0.0
1,3,6,1,0.176,0.0,0.071,0.274,0.099,0.107,0.273
2,6,6,1,0.037,0.019,0.0,0.12,0.069,0.239,0.517
3,1,6,1,0.194,0.353,0.196,0.0,0.12,0.057,0.08
4,0,6,1,0.347,0.119,0.104,0.269,0.0,0.05,0.111
