user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,6,0,1,0.001,0.0,0.043,0.088,0.043,0.04,0.338,0.246
2,6,0,2,0.023,0.036,0.0,0.189,0.063,0.02,0.389,0.08
3,6,0,2,0.023,0.024,0.046,0.0,0.03,0.057,0.404,0.215
4,7,0,1,0.0,0.026,0.014,0.067,0.0,0.023,0.078,0.591
5,3,0,1,0.039,0.064,0.027,0.242,0.051,0.0,0.191,0.186
6,3,0,2,0.0,0.011,0.02,0.6409999999999999,0.054,0.0,0.0,0.074
7,5,0,1,0.013,0.111,0.054,0.057,0.034,0.34,0.19,0.0
1,6,1,1,0.0,0.0,0.047,0.07,0.06,0.044,0.476,0.303
2,6,1,2,0.033,0.06,0.0,0.25,0.101,0.046,0.35,0.161
3,6,1,2,0.029,0.033,0.057,0.0,0.049,0.071,0.5,0.261
4,7,1,1,0.0,0.029,0.019,0.086,0.0,0.029,0.095,0.743
5,3,1,1,0.054,0.11,0.024,0.295,0.063,0.0,0.234,0.22
6,3,1,2,0.004,0.027,0.069,0.6659999999999999,0.073,0.021,0.0,0.139
7,5,1,1,0.017,0.136,0.059,0.077,0.046,0.404,0.261,0.0
1,6,2,1,0.0,0.0,0.037,0.071,0.057,0.037,0.557,0.241
2,6,2,2,0.029,0.039,0.0,0.196,0.08,0.029,0.421,0.207
3,6,2,2,0.039,0.043,0.059,0.0,0.038,0.064,0.5,0.258
4,7,2,1,0.0,0.149,0.049,0.084,0.0,0.024,0.087,0.606
5,3,2,1,0.043,0.114,0.05,0.285,0.065,0.0,0.224,0.22
6,7,2,2,0.047,0.013,0.063,0.122,0.063,0.063,0.0,0.629
7,5,2,1,0.014,0.129,0.044,0.064,0.057,0.377,0.315,0.0
1,6,3,1,0.001,0.0,0.052,0.124,0.06,0.043,0.455,0.265
2,6,3,2,0.029,0.039,0.0,0.212,0.07,0.021,0.481,0.149
3,0,3,2,0.329,0.057,0.079,0.0,0.017,0.047,0.231,0.24
4,7,3,1,0.0,0.076,0.055,0.091,0.0,0.019,0.098,0.662
5,3,3,1,0.051,0.203,0.051,0.256,0.056,0.0,0.174,0.208
6,7,3,2,0.044,0.026,0.1,0.153,0.109,0.039,0.0,0.529
7,5,3,1,0.014,0.136,0.069,0.072,0.06,0.389,0.261,0.0
1,6,4,1,0.0,0.0,0.041,0.053,0.032,0.05,0.414,0.41
2,6,4,2,0.029,0.021,0.0,0.151,0.046,0.021,0.614,0.119
3,0,4,2,0.46,0.07,0.072,0.0,0.016,0.056,0.08,0.246
4,7,4,1,0.001,0.047,0.05,0.103,0.0,0.033,0.093,0.6729999999999999
