user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,3,0,2,0.12,0.0,0.076,0.236,0.046,0.204,0.023,0.096
2,4,0,1,0.0069999999999999,0.073,0.0,0.051,0.296,0.081,0.213,0.079
3,7,0,2,0.013,0.04,0.03,0.0,0.081,0.024,0.071,0.54
4,7,0,2,0.011,0.047,0.027,0.064,0.0,0.021,0.047,0.581
5,7,0,1,0.079,0.031,0.063,0.054,0.066,0.0,0.153,0.354
6,1,0,1,0.027,0.511,0.08,0.083,0.049,0.039,0.0,0.011
7,4,0,1,0.061,0.037,0.003,0.023,0.569,0.084,0.023,0.0
1,7,1,2,0.176,0.0,0.097,0.114,0.086,0.223,0.069,0.236
2,6,1,1,0.0,0.079,0.0,0.059,0.084,0.031,0.6559999999999999,0.091
3,6,1,2,0.006,0.063,0.05,0.0,0.057,0.059,0.476,0.29
4,1,1,2,0.043,0.393,0.08,0.046,0.0,0.199,0.201,0.039
5,6,1,1,0.063,0.027,0.071,0.083,0.103,0.0,0.506,0.147
6,1,1,1,0.019,0.644,0.099,0.111,0.074,0.039,0.0,0.014
7,4,1,1,0.12,0.071,0.024,0.051,0.419,0.187,0.127,0.0
1,7,2,2,0.076,0.0,0.077,0.083,0.086,0.114,0.141,0.423
2,4,2,1,0.014,0.086,0.0,0.061,0.5429999999999999,0.113,0.09,0.093
3,7,2,2,0.009,0.037,0.041,0.0,0.064,0.037,0.393,0.419
4,1,2,2,0.059,0.416,0.09,0.053,0.0,0.103,0.241,0.039
5,4,2,1,0.051,0.133,0.11,0.081,0.249,0.0,0.237,0.139
6,1,2,1,0.016,0.653,0.089,0.106,0.086,0.037,0.0,0.014
7,4,2,1,0.11,0.06,0.004,0.039,0.643,0.107,0.037,0.0
1,0,3,2,0.419,0.0,0.044,0.06,0.033,0.089,0.263,0.093
2,4,3,1,0.039,0.109,0.0,0.066,0.469,0.11,0.094,0.114
3,7,3,2,0.014,0.017,0.014,0.0,0.071,0.0,0.071,0.8109999999999999
4,6,3,2,0.089,0.243,0.103,0.07,0.0,0.073,0.337,0.086
5,1,3,1,0.009,0.5589999999999999,0.093,0.043,0.149,0.0,0.066,0.083
6,1,3,1,0.011,0.659,0.083,0.11,0.086,0.037,0.0,0.014
7,4,3,1,0.08,0.054,0.01,0.034,0.55,0.227,0.044,0.0
1,0,4,2,0.657,0.0,0.046,0.06,0.02,0.123,0.016,0.079
2,7,4,1,0.026,0.381,0.0,0.02,0.073,0.059,0.057,0.384
3,7,4,2,0.264,0.071,0.039,0.0,0.091,0.047,0.139,0.349
4,6,4,2,0.139,0.09,0.16,0.114,0.0,0.13,0.21,0.157
5,1,4,1,0.031,0.41,0.111,0.064,0.194,0.0,0.11,0.079
6,1,4,1,0.014,0.6559999999999999,0.083,0.104,0.086,0.043,0.0,0.014
7,6,4,1,0.063,0.11,0.047,0.091,0.124,0.161,0.403,0.0
1,0,5,2,0.594,0.0,0.044,0.079,0.023,0.134,0.034,0.091
2,6,5,1,0.001,0.101,0.0,0.057,0.09,0.031,0.617,0.101
3,2,5,2,0.006,0.094,0.546,0.0,0.104,0.03,0.103,0.117
4,6,5,2,0.104,0.141,0.1,0.087,0.0,0.174,0.264,0.129
5,7,5,1,0.05,0.03,0.081,0.079,0.101,0.0,0.203,0.456
6,1,5,1,0.013,0.649,0.094,0.11,0.077,0.043,0.0,0.014
7,6,5,1,0.069,0.111,0.056,0.103,0.143,0.247,0.271,0.0
1,0,6,2,0.606,0.0,0.043,0.064,0.03,0.143,0.02,0.094
2,6,6,1,0.0,0.086,0.0,0.064,0.097,0.017,0.65,0.086
3,2,6,2,0.0,0.057,0.743,0.0,0.08,0.029,0.063,0.029
4,1,6,2,0.08,0.327,0.133,0.069,0.0,0.054,0.26,0.077
5,6,6,1,0.057,0.046,0.113,0.123,0.174,0.0,0.41,0.077
6,0,6,1,0.383,0.289,0.069,0.049,0.079,0.049,0.0,0.084
7,4,6,1,0.036,0.077,0.037,0.067,0.403,0.159,0.221,0.0
1,0,7,2,0.6759999999999999,0.0,0.043,0.041,0.021,0.13,0.014,0.074
2,6,7,1,0.034,0.166,0.0,0.086,0.127,0.06,0.374,0.153
3,2,7,2,0.0,0.057,0.743,0.0,0.071,0.029,0.071,0.029
4,6,7,2,0.141,0.086,0.16,0.13,0.0,0.11,0.226,0.147
5,4,7,1,0.05,0.054,0.106,0.113,0.4270000000000001,0.0,0.154,0.096
6,1,7,1,0.044,0.64,0.059,0.099,0.066,0.073,0.0,0.02
7,4,7,1,0.054,0.087,0.029,0.059,0.509,0.113,0.15,0.0
1,0,8,2,0.654,0.0,0.034,0.066,0.017,0.134,0.017,0.077
2,7,8,1,0.049,0.201,0.0,0.09,0.1669999999999999,0.093,0.12,0.28
3,2,8,2,0.0,0.057,0.743,0.0,0.071,0.029,0.071,0.029
4,6,8,2,0.11,0.053,0.1,0.09,0.0,0.064,0.513,0.07
5,4,8,1,0.067,0.134,0.141,0.101,0.251,0.0,0.184,0.12
6,1,8,1,0.027,0.349,0.084,0.114,0.061,0.06,0.0,0.304
7,6,8,1,0.117,0.1,0.049,0.091,0.184,0.101,0.357,0.0
1,0,9,2,0.687,0.0,0.029,0.056,0.014,0.129,0.014,0.071
2,6,9,1,0.011,0.123,0.0,0.07,0.226,0.084,0.313,0.173
3,2,9,2,0.0,0.057,0.741,0.0,0.073,0.029,0.07,0.03
4,6,9,2,0.194,0.073,0.143,0.083,0.0,0.067,0.363,0.077
5,1,9,1,0.021,0.597,0.097,0.044,0.081,0.0,0.094,0.064
6,7,9,1,0.029,0.014,0.043,0.1,0.043,0.043,0.0,0.7290000000000001
7,5,9,1,0.083,0.121,0.054,0.081,0.089,0.313,0.259,0.0
1,0,10,2,0.684,0.0,0.04,0.059,0.014,0.117,0.014,0.071
2,4,10,1,0.014,0.077,0.0,0.06,0.561,0.119,0.08,0.089
3,2,10,2,0.0,0.057,0.743,0.0,0.074,0.029,0.069,0.029
4,0,10,2,0.24,0.111,0.177,0.101,0.0,0.094,0.201,0.074
5,6,10,1,0.117,0.123,0.129,0.099,0.123,0.0,0.249,0.161
6,7,10,1,0.027,0.149,0.077,0.1,0.06,0.066,0.0,0.521
7,4,10,1,0.084,0.081,0.063,0.253,0.329,0.117,0.073,0.0
1,0,11,2,0.6859999999999999,0.0,0.043,0.057,0.014,0.114,0.014,0.071
2,4,11,1,0.014,0.073,0.0,0.057,0.581,0.114,0.084,0.076
3,2,11,2,0.009,0.057,0.743,0.0,0.063,0.029,0.071,0.029
4,6,11,2,0.151,0.097,0.127,0.11,0.0,0.106,0.317,0.091
5,1,11,1,0.037,0.409,0.117,0.069,0.117,0.0,0.173,0.079
6,1,11,1,0.017,0.579,0.063,0.12,0.047,0.07,0.0,0.104
7,3,11,1,0.081,0.09,0.066,0.33,0.174,0.096,0.163,0.0
1,0,12,2,0.6859999999999999,0.0,0.043,0.057,0.014,0.114,0.014,0.071
2,4,12,1,0.009,0.077,0.0,0.057,0.394,0.086,0.289,0.089
3,2,12,2,0.014,0.057,0.743,0.0,0.057,0.029,0.071,0.029
4,6,12,2,0.121,0.097,0.114,0.116,0.0,0.109,0.344,0.099
5,1,12,1,0.014,0.664,0.089,0.031,0.073,0.0,0.057,0.071
6,0,12,1,0.41,0.289,0.064,0.053,0.069,0.053,0.0,0.063
7,5,12,1,0.066,0.124,0.049,0.073,0.084,0.453,0.151,0.0
1,0,13,2,0.6859999999999999,0.0,0.043,0.057,0.014,0.114,0.014,0.071
2,6,13,1,0.001,0.313,0.0,0.066,0.049,0.04,0.45,0.081
3,2,13,2,0.014,0.057,0.743,0.0,0.057,0.029,0.071,0.029
4,6,13,2,0.111,0.08,0.076,0.08,0.0,0.144,0.446,0.063
5,1,13,1,0.014,0.657,0.094,0.037,0.076,0.0,0.063,0.059
6,7,13,1,0.049,0.016,0.047,0.096,0.04,0.044,0.0,0.7090000000000001
7,6,13,1,0.074,0.106,0.046,0.086,0.143,0.154,0.391,0.0
1,0,14,2,0.6890000000000001,0.0,0.043,0.057,0.014,0.111,0.014,0.071
2,6,14,1,0.001,0.134,0.0,0.066,0.071,0.023,0.619,0.086
3,2,14,2,0.01,0.057,0.743,0.0,0.061,0.029,0.071,0.029
4,6,14,2,0.171,0.101,0.159,0.104,0.0,0.093,0.286,0.086
5,1,14,1,0.051,0.536,0.103,0.057,0.074,0.0,0.109,0.07
6,7,14,1,0.026,0.016,0.04,0.101,0.037,0.044,0.0,0.736
7,5,14,1,0.047,0.086,0.034,0.039,0.051,0.6629999999999999,0.08,0.0
1,0,15,2,0.6859999999999999,0.0,0.041,0.057,0.014,0.116,0.014,0.071
2,6,15,1,0.001,0.107,0.0,0.064,0.089,0.033,0.61,0.096
3,2,15,2,0.0,0.057,0.743,0.0,0.073,0.029,0.07,0.029
4,5,15,2,0.09,0.199,0.106,0.067,0.0,0.284,0.207,0.047
5,1,15,1,0.026,0.644,0.073,0.043,0.074,0.0,0.083,0.057
6,7,15,1,0.024,0.064,0.08,0.199,0.071,0.097,0.0,0.464
7,5,15,1,0.041,0.091,0.033,0.056,0.2,0.52,0.059,0.0
1,0,16,2,0.6829999999999999,0.0,0.04,0.049,0.021,0.121,0.014,0.071
2,6,16,1,0.009,0.091,0.0,0.057,0.184,0.049,0.51,0.1
3,2,16,2,0.0,0.057,0.743,0.0,0.077,0.023,0.071,0.029
4,5,16,2,0.071,0.014,0.053,0.057,0.0,0.74,0.031,0.033
5,1,16,1,0.014,0.65,0.1,0.034,0.073,0.0,0.064,0.064
6,7,16,1,0.099,0.094,0.081,0.171,0.084,0.104,0.0,0.366
7,5,16,1,0.034,0.071,0.03,0.036,0.247,0.519,0.063,0.0
1,0,17,2,0.581,0.0,0.043,0.076,0.037,0.144,0.021,0.097
2,3,17,1,0.0069999999999999,0.126,0.0,0.38,0.101,0.1639999999999999,0.136,0.086
3,2,17,2,0.0,0.057,0.743,0.0,0.081,0.02,0.07,0.029
4,5,17,2,0.071,0.014,0.041,0.057,0.0,0.74,0.039,0.037
5,1,17,1,0.016,0.611,0.106,0.043,0.094,0.0,0.069,0.061
6,7,17,1,0.013,0.243,0.067,0.094,0.039,0.056,0.0,0.489
7,5,17,1,0.079,0.121,0.056,0.084,0.1,0.456,0.104,0.0
1,0,18,2,0.643,0.0,0.043,0.049,0.034,0.134,0.017,0.08
2,5,18,1,0.013,0.129,0.0,0.109,0.077,0.531,0.061,0.08
3,2,18,2,0.0,0.057,0.743,0.0,0.071,0.029,0.071,0.029
4,5,18,2,0.091,0.05,0.057,0.067,0.0,0.477,0.217,0.04
5,4,18,1,0.0,0.049,0.09,0.099,0.54,0.0,0.13,0.093
6,1,18,1,0.014,0.669,0.103,0.086,0.071,0.043,0.0,0.014
7,4,18,1,0.021,0.053,0.019,0.034,0.521,0.301,0.05,0.0
1,0,19,2,0.51,0.0,0.044,0.091,0.054,0.149,0.031,0.12
2,5,19,1,0.014,0.099,0.0,0.084,0.044,0.63,0.071,0.057
3,2,19,2,0.0,0.064,0.736,0.0,0.071,0.029,0.071,0.029
4,5,19,2,0.101,0.073,0.073,0.089,0.0,0.444,0.156,0.064
5,4,19,1,0.003,0.059,0.09,0.1,0.52,0.0,0.149,0.08
6,1,19,1,0.017,0.6709999999999999,0.1,0.086,0.069,0.043,0.0,0.014
7,5,19,1,0.043,0.097,0.041,0.056,0.31,0.387,0.066,0.0
1,0,20,2,0.493,0.0,0.044,0.094,0.05,0.163,0.027,0.129
2,4,20,1,0.014,0.089,0.0,0.081,0.346,0.343,0.059,0.069
3,2,20,2,0.0,0.064,0.727,0.0,0.076,0.029,0.071,0.033
4,5,20,2,0.071,0.017,0.051,0.057,0.0,0.733,0.04,0.03
5,4,20,1,0.0,0.046,0.087,0.099,0.5429999999999999,0.0,0.133,0.093
6,1,20,1,0.011,0.6709999999999999,0.1,0.084,0.064,0.054,0.0,0.014
7,4,20,1,0.061,0.086,0.033,0.074,0.5329999999999999,0.154,0.059,0.0
1,0,21,2,0.32,0.0,0.057,0.15,0.067,0.197,0.039,0.17
2,5,21,1,0.014,0.083,0.0,0.084,0.286,0.381,0.084,0.067
3,2,21,2,0.006,0.11,0.6409999999999999,0.0,0.086,0.04,0.081,0.036
4,5,21,2,0.083,0.056,0.059,0.07,0.0,0.526,0.103,0.104
5,4,21,1,0.011,0.043,0.084,0.104,0.521,0.0,0.14,0.096
6,1,21,1,0.01,0.6709999999999999,0.1,0.086,0.066,0.053,0.0,0.014
7,4,21,1,0.087,0.119,0.046,0.109,0.393,0.173,0.074,0.0
1,0,22,2,0.374,0.0,0.066,0.089,0.049,0.156,0.096,0.171
2,7,22,1,0.003,0.126,0.0,0.096,0.297,0.079,0.043,0.357
3,2,22,2,0.024,0.224,0.366,0.0,0.13,0.076,0.129,0.051
4,5,22,2,0.08,0.039,0.053,0.059,0.0,0.653,0.076,0.041
5,4,22,1,0.041,0.054,0.119,0.126,0.356,0.0,0.224,0.08
