user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6
1,5,0,1,0.023,0.0,0.12,0.033,0.024,0.459,0.141
2,1,0,1,0.056,0.322,0.0,0.061,0.151,0.185,0.124
3,5,0,2,0.027,0.29,0.041,0.0,0.049,0.302,0.192
4,1,0,1,0.073,0.202,0.139,0.033,0.0,0.1669999999999999,0.186
5,1,0,1,0.073,0.294,0.063,0.026,0.109,0.0,0.236
6,1,0,2,0.051,0.502,0.061,0.059,0.056,0.171,0.0
1,5,1,1,0.029,0.0,0.149,0.05,0.029,0.586,0.158
2,1,1,1,0.041,0.4320000000000001,0.0,0.076,0.037,0.209,0.204
3,6,1,2,0.016,0.197,0.114,0.0,0.066,0.116,0.4920000000000001
4,6,1,1,0.094,0.188,0.207,0.043,0.0,0.215,0.253
5,1,1,1,0.08,0.359,0.103,0.046,0.066,0.0,0.347
6,1,1,2,0.046,0.638,0.07,0.047,0.08,0.119,0.0
1,5,2,1,0.029,0.0,0.151,0.057,0.029,0.586,0.149
2,6,2,1,0.05,0.295,0.0,0.063,0.037,0.175,0.38
3,6,2,2,0.01,0.105,0.099,0.0,0.327,0.1,0.36
4,6,2,1,0.096,0.197,0.204,0.04,0.0,0.212,0.252
5,1,2,1,0.257,0.374,0.1,0.061,0.036,0.0,0.172
6,1,2,2,0.05,0.607,0.08,0.053,0.086,0.125,0.0
1,5,3,1,0.034,0.0,0.151,0.041,0.029,0.586,0.159
2,1,3,1,0.034,0.261,0.0,0.06,0.24,0.146,0.259
3,6,3,2,0.041,0.166,0.107,0.0,0.116,0.152,0.419
4,1,3,1,0.087,0.229,0.218,0.041,0.0,0.197,0.227
5,4,3,1,0.066,0.296,0.101,0.046,0.316,0.0,0.176
6,1,3,2,0.044,0.667,0.07,0.041,0.086,0.091,0.0
1,5,4,1,0.036,0.0,0.188,0.019,0.039,0.536,0.184
2,4,4,1,0.036,0.191,0.0,0.061,0.474,0.111,0.127
3,6,4,2,0.04,0.208,0.078,0.0,0.106,0.219,0.349
4,6,4,1,0.093,0.214,0.195,0.043,0.0,0.206,0.249
5,1,4,1,0.044,0.47,0.114,0.037,0.1689999999999999,0.0,0.166
6,1,4,2,0.041,0.536,0.104,0.061,0.103,0.154,0.0
1,5,5,1,0.029,0.0,0.176,0.029,0.036,0.551,0.18
2,1,5,1,0.041,0.423,0.0,0.081,0.204,0.144,0.106
3,6,5,2,0.046,0.185,0.078,0.0,0.186,0.16,0.346
4,2,5,1,0.07,0.227,0.241,0.02,0.0,0.241,0.201
5,1,5,1,0.059,0.326,0.19,0.054,0.074,0.0,0.297
6,1,5,2,0.047,0.6409999999999999,0.08,0.044,0.103,0.085,0.0
1,5,6,1,0.034,0.0,0.205,0.027,0.039,0.434,0.261
2,4,6,1,0.029,0.291,0.0,0.049,0.476,0.063,0.093
3,4,6,2,0.003,0.088,0.078,0.0,0.54,0.145,0.146
4,2,6,1,0.067,0.175,0.305,0.021,0.0,0.22,0.211
5,6,6,1,0.049,0.194,0.213,0.063,0.063,0.0,0.418
6,1,6,2,0.054,0.628,0.079,0.046,0.099,0.094,0.0
1,6,7,1,0.01,0.0,0.324,0.053,0.047,0.027,0.539
2,4,7,1,0.029,0.197,0.0,0.039,0.506,0.066,0.1639999999999999
3,4,7,2,0.011,0.071,0.112,0.0,0.401,0.099,0.305
4,6,7,1,0.014,0.052,0.29,0.006,0.0,0.025,0.613
5,1,7,1,0.036,0.416,0.133,0.037,0.027,0.0,0.351
6,1,7,2,0.056,0.418,0.134,0.111,0.1,0.181,0.0
1,6,8,1,0.004,0.0,0.322,0.06,0.044,0.041,0.528
2,6,8,1,0.059,0.232,0.0,0.071,0.129,0.127,0.383
3,6,8,2,0.017,0.071,0.148,0.0,0.196,0.086,0.482
4,6,8,1,0.019,0.031,0.327,0.0069999999999999,0.0,0.035,0.5820000000000001
5,4,8,1,0.03,0.061,0.124,0.04,0.551,0.0,0.193
6,2,8,2,0.056,0.275,0.353,0.076,0.094,0.146,0.0
1,6,9,1,0.013,0.0,0.187,0.024,0.03,0.019,0.728
2,6,9,1,0.01,0.074,0.0,0.014,0.019,0.033,0.85
3,6,9,2,0.013,0.036,0.085,0.0,0.03,0.026,0.8109999999999999
4,6,9,1,0.059,0.1,0.262,0.003,0.0,0.223,0.354
5,4,9,1,0.014,0.019,0.109,0.029,0.636,0.0,0.194
6,1,9,2,0.059,0.31,0.289,0.077,0.091,0.174,0.0
1,6,10,1,0.009,0.0,0.26,0.04,0.033,0.017,0.6409999999999999
2,1,10,1,0.026,0.506,0.0,0.067,0.031,0.101,0.269
3,6,10,2,0.013,0.095,0.115,0.0,0.064,0.033,0.68
4,2,10,1,0.061,0.147,0.29,0.001,0.0,0.236,0.264
5,4,10,1,0.07,0.179,0.122,0.039,0.387,0.0,0.204
6,2,10,2,0.047,0.257,0.381,0.091,0.086,0.1369999999999999,0.0
1,6,11,1,0.004,0.0,0.153,0.016,0.029,0.004,0.794
2,5,11,1,0.103,0.138,0.0,0.056,0.056,0.349,0.299
3,6,11,2,0.04,0.283,0.162,0.0,0.079,0.074,0.363
4,2,11,1,0.046,0.07,0.389,0.01,0.0,0.106,0.38
5,4,11,1,0.014,0.029,0.119,0.033,0.6459999999999999,0.0,0.16
6,2,11,2,0.174,0.234,0.277,0.09,0.093,0.132,0.0
1,6,12,1,0.003,0.0,0.132,0.014,0.029,0.003,0.82
2,6,12,1,0.013,0.1689999999999999,0.0,0.046,0.017,0.075,0.68
3,1,12,2,0.03,0.448,0.1369999999999999,0.0,0.066,0.072,0.248
4,6,12,1,0.031,0.068,0.355,0.014,0.0,0.093,0.4370000000000001
5,4,12,1,0.017,0.183,0.112,0.033,0.474,0.0,0.181
6,0,12,2,0.547,0.155,0.076,0.077,0.06,0.085,0.0
1,6,13,1,0.009,0.0,0.152,0.014,0.029,0.006,0.7909999999999999
2,1,13,1,0.017,0.496,0.0,0.077,0.017,0.093,0.3
3,1,13,2,0.019,0.5429999999999999,0.185,0.0,0.067,0.053,0.134
4,6,13,1,0.043,0.106,0.319,0.014,0.0,0.097,0.421
5,1,13,1,0.033,0.344,0.147,0.024,0.184,0.0,0.267
6,0,13,2,0.614,0.178,0.043,0.061,0.036,0.068,0.0
1,6,14,1,0.0069999999999999,0.0,0.165,0.014,0.029,0.0069999999999999,0.778
2,1,14,1,0.016,0.423,0.0,0.076,0.023,0.1,0.363
3,1,14,2,0.027,0.647,0.168,0.0,0.027,0.033,0.098
4,6,14,1,0.043,0.122,0.326,0.014,0.0,0.109,0.385
5,1,14,1,0.156,0.29,0.131,0.036,0.133,0.0,0.255
6,3,14,2,0.163,0.172,0.151,0.324,0.067,0.122,0.0
1,6,15,1,0.013,0.0,0.175,0.014,0.029,0.01,0.76
2,6,15,1,0.084,0.188,0.0,0.071,0.029,0.201,0.4270000000000001
3,1,15,2,0.014,0.619,0.155,0.0,0.046,0.039,0.126
4,6,15,1,0.059,0.074,0.273,0.016,0.0,0.108,0.469
5,6,15,1,0.126,0.301,0.144,0.043,0.067,0.0,0.319
6,3,15,2,0.024,0.116,0.171,0.403,0.09,0.195,0.0
1,6,16,1,0.013,0.0,0.244,0.029,0.03,0.014,0.6709999999999999
2,5,16,1,0.04,0.293,0.0,0.079,0.036,0.321,0.231
3,6,16,2,0.029,0.211,0.135,0.0,0.099,0.1,0.4270000000000001
4,1,16,1,0.024,0.362,0.27,0.01,0.0,0.1369999999999999,0.197
5,6,16,1,0.044,0.094,0.17,0.04,0.046,0.0,0.606
6,2,16,2,0.043,0.132,0.493,0.089,0.08,0.1639999999999999,0.0
1,6,17,1,0.011,0.0,0.222,0.03,0.03,0.079,0.628
2,1,17,1,0.031,0.311,0.0,0.071,0.043,0.293,0.25
3,4,17,2,0.0069999999999999,0.036,0.12,0.0,0.383,0.093,0.361
4,2,17,1,0.0,0.332,0.377,0.006,0.0,0.107,0.179
5,6,17,1,0.046,0.086,0.1689999999999999,0.043,0.043,0.0,0.614
6,2,17,2,0.053,0.115,0.579,0.103,0.094,0.056,0.0
1,5,18,1,0.023,0.0,0.203,0.029,0.04,0.509,0.197
2,1,18,1,0.027,0.412,0.0,0.083,0.036,0.35,0.091
3,6,18,2,0.021,0.148,0.109,0.0,0.257,0.119,0.345
4,2,18,1,0.003,0.254,0.487,0.026,0.0,0.088,0.143
5,6,18,1,0.056,0.121,0.171,0.034,0.041,0.0,0.5760000000000001
6,2,18,2,0.041,0.158,0.514,0.114,0.087,0.085,0.0
1,5,19,1,0.023,0.0,0.19,0.029,0.039,0.51,0.21
2,5,19,1,0.04,0.317,0.0,0.104,0.036,0.415,0.087
3,6,19,2,0.026,0.113,0.098,0.0,0.091,0.074,0.597
4,2,19,1,0.0,0.364,0.379,0.016,0.0,0.096,0.145
5,6,19,1,0.051,0.161,0.175,0.034,0.156,0.0,0.422
6,2,19,2,0.06,0.186,0.3670000000000001,0.14,0.113,0.134,0.0
1,5,20,1,0.029,0.0,0.184,0.029,0.041,0.534,0.183
2,1,20,1,0.056,0.36,0.0,0.1,0.05,0.318,0.116
3,6,20,2,0.017,0.114,0.109,0.0,0.067,0.028,0.665
4,1,20,1,0.0,0.417,0.336,0.013,0.0,0.099,0.135
5,6,20,1,0.036,0.271,0.136,0.021,0.047,0.0,0.488
6,1,20,2,0.04,0.317,0.25,0.077,0.086,0.23,0.0
1,5,21,1,0.029,0.0,0.195,0.029,0.041,0.527,0.18
2,1,21,1,0.077,0.33,0.0,0.116,0.093,0.243,0.141
3,6,21,2,0.043,0.258,0.134,0.0,0.126,0.09,0.349
4,1,21,1,0.0069999999999999,0.589,0.144,0.021,0.0,0.138,0.1
5,1,21,1,0.029,0.4,0.1,0.023,0.074,0.0,0.374
6,2,21,2,0.036,0.22,0.349,0.083,0.06,0.253,0.0
1,5,22,1,0.029,0.0,0.198,0.03,0.043,0.517,0.183
2,1,22,1,0.084,0.36,0.0,0.091,0.087,0.258,0.119
3,1,22,2,0.039,0.534,0.07,0.0,0.046,0.099,0.213
4,1,22,1,0.014,0.614,0.111,0.026,0.0,0.139,0.096
5,1,22,1,0.014,0.489,0.065,0.011,0.109,0.0,0.312
6,2,22,2,0.02,0.357,0.366,0.07,0.046,0.141,0.0
1,5,23,1,0.029,0.0,0.194,0.029,0.036,0.5329999999999999,0.181
2,1,23,1,0.081,0.308,0.0,0.106,0.094,0.269,0.141
3,1,23,2,0.063,0.366,0.138,0.0,0.186,0.092,0.156
4,1,23,1,0.016,0.456,0.277,0.029,0.0,0.118,0.105
5,6,23,1,0.04,0.317,0.129,0.027,0.069,0.0,0.418
6,2,23,2,0.034,0.277,0.326,0.077,0.064,0.222,0.0
1,5,24,1,0.029,0.0,0.163,0.03,0.031,0.569,0.178
2,1,24,1,0.086,0.328,0.0,0.103,0.106,0.242,0.136
3,4,24,2,0.021,0.255,0.081,0.0,0.396,0.121,0.126
4,1,24,1,0.014,0.601,0.117,0.027,0.0,0.14,0.1
5,1,24,1,0.03,0.464,0.099,0.017,0.076,0.0,0.314
6,1,24,2,0.027,0.3670000000000001,0.307,0.077,0.054,0.168,0.0
1,5,25,1,0.029,0.0,0.138,0.054,0.029,0.584,0.166
2,4,25,1,0.036,0.185,0.0,0.059,0.557,0.088,0.076
3,6,25,2,0.029,0.313,0.102,0.0,0.103,0.097,0.356
4,1,25,1,0.014,0.594,0.13,0.021,0.0,0.14,0.1
5,1,25,1,0.019,0.534,0.077,0.011,0.153,0.0,0.206
6,2,25,2,0.031,0.291,0.304,0.064,0.041,0.267,0.0
1,5,26,1,0.021,0.0,0.151,0.031,0.03,0.384,0.381
2,4,26,1,0.041,0.155,0.0,0.054,0.5539999999999999,0.077,0.119
3,6,26,2,0.036,0.36,0.141,0.0,0.04,0.062,0.362
4,1,26,1,0.014,0.506,0.216,0.026,0.0,0.123,0.116
5,1,26,1,0.026,0.41,0.111,0.019,0.069,0.0,0.366
6,2,26,2,0.031,0.18,0.546,0.086,0.047,0.11,0.0
1,5,27,1,0.029,0.0,0.189,0.027,0.04,0.53,0.185
2,1,27,1,0.026,0.431,0.0,0.07,0.263,0.14,0.07
3,1,27,2,0.039,0.424,0.104,0.0,0.047,0.109,0.278
4,1,27,1,0.013,0.53,0.198,0.027,0.0,0.13,0.102
5,6,27,1,0.023,0.3670000000000001,0.107,0.02,0.061,0.0,0.421
6,2,27,2,0.031,0.277,0.406,0.08,0.04,0.165,0.0
1,5,28,1,0.024,0.0,0.171,0.019,0.031,0.44,0.315
2,1,28,1,0.049,0.546,0.0,0.06,0.086,0.1639999999999999,0.096
3,1,28,2,0.04,0.6679999999999999,0.069,0.0,0.027,0.079,0.117
4,1,28,1,0.014,0.6409999999999999,0.081,0.029,0.0,0.143,0.091
5,1,28,1,0.023,0.441,0.083,0.014,0.046,0.0,0.393
6,1,28,2,0.02,0.495,0.24,0.051,0.034,0.159,0.0
1,5,29,1,0.029,0.0,0.162,0.036,0.036,0.5489999999999999,0.19
2,1,29,1,0.074,0.383,0.0,0.09,0.106,0.222,0.124
3,1,29,2,0.043,0.488,0.092,0.0,0.049,0.122,0.207
4,1,29,1,0.014,0.61,0.107,0.029,0.0,0.14,0.1
5,1,29,1,0.021,0.573,0.093,0.011,0.069,0.0,0.233
6,5,29,2,0.029,0.315,0.237,0.059,0.033,0.328,0.0
1,5,30,1,0.031,0.0,0.152,0.039,0.034,0.56,0.183
2,1,30,1,0.067,0.376,0.0,0.094,0.141,0.246,0.076
3,1,30,2,0.02,0.7,0.045,0.0,0.026,0.09,0.119
4,1,30,1,0.014,0.64,0.09,0.029,0.0,0.136,0.091
5,1,30,1,0.004,0.8140000000000001,0.036,0.0069999999999999,0.037,0.0,0.101
6,1,30,2,0.017,0.3670000000000001,0.3229999999999999,0.051,0.017,0.224,0.0
1,5,31,1,0.037,0.0,0.155,0.053,0.029,0.581,0.145
2,1,31,1,0.073,0.355,0.0,0.154,0.124,0.211,0.083
3,1,31,2,0.043,0.665,0.102,0.0,0.036,0.065,0.089
4,1,31,1,0.014,0.616,0.101,0.029,0.0,0.14,0.1
5,1,31,1,0.001,0.8059999999999999,0.027,0.01,0.066,0.0,0.09
6,2,31,2,0.023,0.362,0.391,0.061,0.014,0.148,0.0
1,5,32,1,0.031,0.0,0.157,0.026,0.027,0.573,0.185
2,3,32,1,0.031,0.247,0.0,0.391,0.11,0.161,0.059
3,6,32,2,0.024,0.285,0.12,0.0,0.109,0.057,0.406
4,1,32,1,0.014,0.606,0.114,0.024,0.0,0.141,0.1
5,1,32,1,0.014,0.741,0.049,0.009,0.054,0.0,0.132
6,5,32,2,0.026,0.329,0.149,0.05,0.033,0.414,0.0
1,6,33,1,0.009,0.0,0.204,0.03,0.03,0.317,0.411
2,1,33,1,0.079,0.414,0.0,0.08,0.074,0.215,0.139
3,1,33,2,0.033,0.443,0.07,0.0,0.096,0.094,0.264
4,1,33,1,0.014,0.6609999999999999,0.076,0.029,0.0,0.131,0.089
5,1,33,1,0.006,0.7659999999999999,0.029,0.006,0.081,0.0,0.112
6,1,33,2,0.021,0.531,0.229,0.046,0.031,0.142,0.0
1,5,34,1,0.04,0.0,0.153,0.047,0.03,0.5660000000000001,0.165
2,1,34,1,0.086,0.38,0.0,0.09,0.091,0.246,0.107
3,4,34,2,0.026,0.31,0.069,0.0,0.353,0.11,0.133
4,1,34,1,0.014,0.631,0.093,0.029,0.0,0.139,0.094
5,1,34,1,0.003,0.871,0.017,0.006,0.05,0.0,0.053
6,1,34,2,0.02,0.383,0.207,0.054,0.024,0.312,0.0
1,5,35,1,0.029,0.0,0.155,0.03,0.03,0.58,0.177
2,1,35,1,0.083,0.3670000000000001,0.0,0.083,0.111,0.239,0.117
3,1,35,2,0.034,0.361,0.0819999999999999,0.0,0.17,0.118,0.235
4,1,35,1,0.014,0.616,0.101,0.029,0.0,0.14,0.1
5,1,35,1,0.009,0.7170000000000001,0.04,0.01,0.051,0.0,0.173
6,2,35,2,0.027,0.291,0.436,0.069,0.036,0.142,0.0
1,5,36,1,0.037,0.0,0.154,0.031,0.029,0.583,0.166
2,1,36,1,0.08,0.41,0.0,0.086,0.077,0.235,0.111
3,1,36,2,0.044,0.397,0.106,0.0,0.214,0.09,0.148
4,1,36,1,0.014,0.644,0.086,0.029,0.0,0.136,0.091
5,1,36,1,0.006,0.754,0.017,0.003,0.161,0.0,0.059
6,2,36,2,0.023,0.344,0.41,0.063,0.036,0.125,0.0
1,5,37,1,0.03,0.0,0.147,0.06,0.03,0.579,0.155
2,1,37,1,0.079,0.4270000000000001,0.0,0.063,0.1689999999999999,0.183,0.08
3,1,37,2,0.05,0.526,0.095,0.0,0.15,0.077,0.102
4,1,37,1,0.014,0.6859999999999999,0.061,0.029,0.0,0.131,0.079
5,1,37,1,0.0,0.92,0.011,0.003,0.014,0.0,0.052
6,1,37,2,0.017,0.51,0.246,0.047,0.03,0.15,0.0
1,5,38,1,0.029,0.0,0.142,0.063,0.041,0.531,0.194
2,1,38,1,0.043,0.474,0.0,0.056,0.193,0.163,0.071
3,6,38,2,0.051,0.361,0.132,0.0,0.02,0.046,0.39
4,1,38,1,0.014,0.639,0.089,0.029,0.0,0.1369999999999999,0.093
5,1,38,1,0.003,0.94,0.014,0.004,0.009,0.0,0.03
6,1,38,2,0.019,0.389,0.327,0.06,0.019,0.187,0.0
1,5,39,1,0.029,0.0,0.188,0.027,0.043,0.519,0.195
2,3,39,1,0.02,0.245,0.0,0.446,0.123,0.128,0.039
3,6,39,2,0.004,0.387,0.083,0.0,0.017,0.031,0.477
4,1,39,1,0.014,0.6629999999999999,0.076,0.029,0.0,0.134,0.084
5,1,39,1,0.001,0.997,0.001,0.0,0.0,0.0,0.0
6,1,39,2,0.019,0.527,0.296,0.05,0.013,0.096,0.0
1,5,40,1,0.036,0.0,0.1669999999999999,0.044,0.034,0.5589999999999999,0.161
