user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,7,0,1,0.034,0.0,0.06,0.011,0.07,0.076,0.023,0.526
2,6,0,1,0.043,0.0069999999999999,0.0,0.059,0.067,0.084,0.59,0.05
3,0,0,2,0.276,0.076,0.231,0.0,0.076,0.036,0.037,0.069
4,0,0,1,0.417,0.071,0.1689999999999999,0.086,0.0,0.03,0.011,0.016
5,0,0,2,0.28,0.104,0.084,0.036,0.076,0.0,0.133,0.087
6,2,0,1,0.023,0.046,0.503,0.086,0.069,0.034,0.0,0.04
7,4,0,2,0.013,0.021,0.077,0.06,0.481,0.103,0.044,0.0
1,7,1,1,0.057,0.0,0.069,0.014,0.086,0.089,0.029,0.657
2,6,1,1,0.043,0.0,0.0,0.057,0.071,0.086,0.7,0.043
3,0,1,2,0.46,0.121,0.107,0.0,0.121,0.059,0.053,0.079
4,0,1,1,0.556,0.089,0.189,0.106,0.0,0.031,0.016,0.014
5,1,1,2,0.124,0.456,0.119,0.046,0.074,0.0,0.104,0.077
6,2,1,1,0.029,0.044,0.629,0.113,0.086,0.044,0.0,0.056
7,3,1,2,0.037,0.044,0.053,0.637,0.119,0.063,0.047,0.0
1,7,2,1,0.056,0.0,0.069,0.014,0.087,0.089,0.029,0.657
2,6,2,1,0.053,0.023,0.0,0.074,0.09,0.107,0.579,0.074
3,0,2,2,0.5539999999999999,0.116,0.051,0.0,0.101,0.056,0.059,0.063
4,0,2,1,0.551,0.107,0.18,0.1,0.0,0.031,0.014,0.016
5,1,2,2,0.054,0.493,0.09,0.051,0.184,0.0,0.066,0.061
6,2,2,1,0.029,0.043,0.629,0.114,0.086,0.046,0.0,0.054
7,3,2,2,0.07,0.097,0.249,0.303,0.097,0.071,0.113,0.0
1,7,3,1,0.057,0.0,0.07,0.014,0.086,0.087,0.029,0.657
2,6,3,1,0.043,0.0,0.0,0.057,0.071,0.086,0.7,0.043
3,0,3,2,0.52,0.121,0.06,0.0,0.113,0.057,0.066,0.063
4,0,3,1,0.557,0.096,0.177,0.107,0.0,0.033,0.014,0.016
5,0,3,2,0.186,0.183,0.156,0.076,0.11,0.0,0.184,0.106
6,2,3,1,0.029,0.043,0.629,0.114,0.086,0.043,0.0,0.057
7,2,3,2,0.214,0.1,0.349,0.103,0.066,0.046,0.123,0.0
1,7,4,1,0.046,0.0,0.071,0.014,0.097,0.086,0.029,0.657
2,6,4,1,0.044,0.0,0.0,0.056,0.071,0.086,0.7,0.043
3,0,4,2,0.503,0.103,0.049,0.0,0.093,0.053,0.066,0.134
4,0,4,1,0.5770000000000001,0.106,0.17,0.09,0.0,0.029,0.014,0.014
5,1,4,2,0.144,0.304,0.13,0.091,0.089,0.0,0.153,0.089
6,2,4,1,0.03,0.053,0.586,0.107,0.123,0.043,0.0,0.059
7,2,4,2,0.243,0.129,0.257,0.104,0.081,0.057,0.129,0.0
1,7,5,1,0.047,0.0,0.064,0.014,0.099,0.09,0.029,0.657
