user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,3,0,1,0.023,0.0,0.066,0.494,0.084,0.03,0.069,0.034
2,1,0,1,0.037,0.517,0.0,0.056,0.027,0.066,0.066,0.031
3,0,0,2,0.466,0.037,0.051,0.0,0.066,0.084,0.049,0.047
4,6,0,1,0.041,0.041,0.071,0.039,0.0,0.064,0.299,0.244
5,0,0,2,0.54,0.021,0.034,0.114,0.023,0.0,0.034,0.033
6,5,0,1,0.076,0.143,0.109,0.061,0.06,0.296,0.0,0.056
7,4,0,2,0.177,0.089,0.064,0.061,0.296,0.061,0.051,0.0
1,3,1,1,0.044,0.0,0.123,0.454,0.139,0.06,0.139,0.041
2,1,1,1,0.094,0.366,0.0,0.076,0.061,0.28,0.063,0.06
3,0,1,2,0.317,0.044,0.086,0.0,0.1369999999999999,0.14,0.094,0.181
4,6,1,1,0.243,0.046,0.091,0.027,0.0,0.084,0.451,0.057
5,0,1,2,0.6829999999999999,0.014,0.037,0.143,0.029,0.0,0.043,0.051
6,0,1,1,0.493,0.076,0.119,0.066,0.081,0.059,0.0,0.107
7,4,1,2,0.194,0.103,0.069,0.059,0.416,0.079,0.081,0.0
1,3,2,1,0.016,0.0,0.066,0.6709999999999999,0.097,0.034,0.073,0.043
2,1,2,1,0.031,0.489,0.0,0.053,0.049,0.27,0.061,0.047
3,0,2,2,0.219,0.03,0.1,0.0,0.219,0.144,0.083,0.206
4,0,2,1,0.336,0.069,0.101,0.077,0.0,0.073,0.107,0.237
5,0,2,2,0.6859999999999999,0.001,0.04,0.143,0.029,0.0,0.043,0.059
6,0,2,1,0.619,0.047,0.084,0.029,0.063,0.034,0.0,0.124
7,4,2,2,0.157,0.11,0.076,0.096,0.386,0.081,0.094,0.0
1,3,3,1,0.014,0.0,0.071,0.6729999999999999,0.086,0.044,0.074,0.037
2,5,3,1,0.033,0.194,0.0,0.089,0.06,0.501,0.046,0.077
3,0,3,2,0.42,0.026,0.089,0.0,0.083,0.106,0.067,0.21
4,7,3,1,0.073,0.066,0.136,0.134,0.0,0.101,0.146,0.344
5,0,3,2,0.529,0.129,0.044,0.147,0.036,0.0,0.069,0.047
6,0,3,1,0.614,0.064,0.084,0.029,0.069,0.026,0.0,0.114
7,4,3,2,0.124,0.1,0.053,0.059,0.529,0.067,0.069,0.0
1,4,4,1,0.019,0.0,0.083,0.341,0.366,0.074,0.091,0.026
2,1,4,1,0.1369999999999999,0.419,0.0,0.1,0.057,0.083,0.074,0.13
3,7,4,2,0.14,0.039,0.229,0.0,0.154,0.124,0.07,0.244
4,2,4,1,0.051,0.043,0.5660000000000001,0.094,0.0,0.113,0.059,0.074
5,1,4,2,0.063,0.616,0.044,0.1369999999999999,0.041,0.0,0.083,0.016
6,0,4,1,0.586,0.067,0.091,0.029,0.076,0.033,0.0,0.119
7,4,4,2,0.304,0.096,0.064,0.06,0.35,0.064,0.061,0.0
1,4,5,1,0.026,0.0,0.099,0.146,0.526,0.087,0.107,0.01
2,6,5,1,0.113,0.093,0.0,0.093,0.087,0.136,0.37,0.109
3,5,5,2,0.064,0.074,0.33,0.0,0.036,0.4370000000000001,0.036,0.023
4,2,5,1,0.087,0.063,0.271,0.16,0.0,0.126,0.194,0.099
5,1,5,2,0.069,0.6409999999999999,0.047,0.114,0.043,0.0,0.071,0.014
6,0,5,1,0.547,0.066,0.114,0.03,0.09,0.034,0.0,0.119
7,0,5,2,0.7140000000000001,0.073,0.057,0.014,0.043,0.07,0.029,0.0
1,4,6,1,0.03,0.0,0.107,0.103,0.387,0.246,0.1,0.027
2,3,6,1,0.054,0.233,0.0,0.274,0.094,0.111,0.144,0.089
3,5,6,2,0.057,0.067,0.214,0.0,0.036,0.5770000000000001,0.026,0.023
4,6,6,1,0.059,0.03,0.101,0.034,0.0,0.094,0.599,0.083
5,1,6,2,0.066,0.643,0.046,0.123,0.043,0.0,0.066,0.014
6,2,6,1,0.12,0.054,0.546,0.063,0.054,0.096,0.0,0.067
7,0,6,2,0.7140000000000001,0.071,0.057,0.014,0.043,0.071,0.029,0.0
1,5,7,1,0.041,0.0,0.126,0.034,0.026,0.6859999999999999,0.073,0.014
2,5,7,1,0.114,0.11,0.0,0.136,0.13,0.267,0.13,0.113
3,0,7,2,0.4,0.037,0.207,0.0,0.054,0.171,0.066,0.064
4,6,7,1,0.043,0.036,0.086,0.014,0.0,0.079,0.6859999999999999,0.057
5,1,7,2,0.146,0.261,0.06,0.224,0.12,0.0,0.12,0.069
6,2,7,1,0.226,0.134,0.253,0.073,0.071,0.146,0.0,0.097
7,0,7,2,0.627,0.081,0.066,0.061,0.057,0.071,0.036,0.0
1,5,8,1,0.03,0.0,0.123,0.051,0.016,0.679,0.073,0.029
2,5,8,1,0.076,0.206,0.0,0.1,0.086,0.311,0.123,0.099
3,7,8,2,0.066,0.017,0.071,0.0,0.073,0.1639999999999999,0.07,0.539
4,6,8,1,0.057,0.047,0.107,0.02,0.0,0.083,0.626,0.06
5,3,8,2,0.154,0.093,0.083,0.28,0.176,0.0,0.13,0.084
6,1,8,1,0.216,0.293,0.1669999999999999,0.053,0.03,0.177,0.0,0.064
7,3,8,2,0.046,0.063,0.061,0.631,0.087,0.06,0.051,0.0
1,2,9,1,0.054,0.0,0.366,0.123,0.111,0.153,0.101,0.091
2,3,9,1,0.104,0.127,0.0,0.196,0.129,0.161,0.144,0.139
3,7,9,2,0.066,0.014,0.047,0.0,0.059,0.077,0.061,0.6759999999999999
4,6,9,1,0.103,0.054,0.153,0.039,0.0,0.091,0.487,0.073
5,3,9,2,0.049,0.03,0.017,0.7340000000000001,0.09,0.0,0.049,0.031
6,1,9,1,0.05,0.521,0.101,0.069,0.031,0.211,0.0,0.016
7,3,9,2,0.073,0.059,0.081,0.584,0.087,0.07,0.046,0.0
1,6,10,1,0.054,0.0,0.154,0.061,0.086,0.069,0.489,0.087
2,3,10,1,0.113,0.12,0.0,0.197,0.133,0.15,0.136,0.151
3,7,10,2,0.081,0.017,0.08,0.0,0.154,0.093,0.07,0.504
4,0,10,1,0.396,0.063,0.106,0.06,0.0,0.087,0.241,0.047
5,3,10,2,0.046,0.031,0.019,0.731,0.093,0.0,0.047,0.033
6,0,10,1,0.267,0.12,0.123,0.069,0.106,0.211,0.0,0.104
7,3,10,2,0.033,0.147,0.124,0.477,0.096,0.074,0.049,0.0
1,6,11,1,0.039,0.0,0.2,0.057,0.077,0.057,0.503,0.067
2,3,11,1,0.124,0.111,0.0,0.201,0.141,0.151,0.13,0.14
3,7,11,2,0.12,0.019,0.084,0.0,0.183,0.116,0.073,0.406
4,0,11,1,0.327,0.066,0.219,0.067,0.0,0.087,0.14,0.094
5,0,11,2,0.361,0.12,0.07,0.199,0.07,0.0,0.121,0.059
6,0,11,1,0.381,0.097,0.113,0.067,0.084,0.139,0.0,0.119
7,3,11,2,0.051,0.117,0.081,0.5870000000000001,0.073,0.049,0.041,0.0
1,2,12,1,0.093,0.0,0.241,0.109,0.136,0.089,0.133,0.2
2,3,12,1,0.159,0.109,0.0,0.2,0.139,0.134,0.111,0.149
3,0,12,2,0.5870000000000001,0.021,0.077,0.0,0.073,0.096,0.061,0.084
4,0,12,1,0.574,0.059,0.086,0.086,0.0,0.099,0.069,0.029
5,0,12,2,0.679,0.011,0.029,0.14,0.029,0.0,0.043,0.07
