user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,5,0,2,0.101,0.0,0.036,0.031,0.073,0.371,0.077,0.11
2,0,0,2,0.386,0.066,0.0,0.04,0.086,0.139,0.026,0.059
3,2,0,1,0.029,0.013,0.324,0.0,0.161,0.11,0.053,0.11
4,0,0,2,0.399,0.056,0.036,0.08,0.0,0.046,0.104,0.08
5,2,0,1,0.043,0.034,0.526,0.034,0.083,0.0,0.079,0.001
6,0,0,1,0.284,0.089,0.126,0.103,0.066,0.043,0.0,0.09
7,6,0,1,0.107,0.031,0.046,0.031,0.08,0.171,0.333,0.0
1,5,1,2,0.101,0.0,0.039,0.047,0.077,0.5429999999999999,0.103,0.09
2,0,1,2,0.6509999999999999,0.057,0.0,0.029,0.071,0.1,0.034,0.057
3,4,1,1,0.053,0.029,0.103,0.0,0.301,0.189,0.139,0.187
4,0,1,2,0.477,0.059,0.057,0.106,0.0,0.08,0.121,0.1
5,2,1,1,0.057,0.043,0.643,0.044,0.1,0.0,0.101,0.011
6,2,1,1,0.061,0.117,0.326,0.139,0.166,0.084,0.0,0.107
7,5,1,1,0.199,0.091,0.15,0.07,0.12,0.24,0.13,0.0
1,5,2,2,0.12,0.0,0.04,0.074,0.07,0.509,0.073,0.114
2,0,2,2,0.657,0.056,0.0,0.029,0.071,0.101,0.029,0.057
3,4,2,1,0.034,0.021,0.133,0.0,0.331,0.166,0.134,0.18
4,0,2,2,0.473,0.057,0.057,0.101,0.0,0.086,0.126,0.1
5,1,2,1,0.059,0.487,0.183,0.103,0.1,0.0,0.064,0.004
6,2,2,1,0.059,0.117,0.276,0.171,0.18,0.09,0.0,0.107
7,0,2,1,0.22,0.114,0.149,0.199,0.123,0.126,0.07,0.0
1,5,3,2,0.134,0.0,0.044,0.11,0.093,0.373,0.086,0.16
2,0,3,2,0.657,0.057,0.0,0.029,0.071,0.1,0.029,0.057
3,4,3,1,0.029,0.03,0.086,0.0,0.484,0.111,0.096,0.1639999999999999
4,0,3,2,0.481,0.051,0.057,0.106,0.0,0.086,0.117,0.101
5,3,3,1,0.077,0.161,0.157,0.284,0.143,0.0,0.153,0.024
6,2,3,1,0.071,0.117,0.454,0.106,0.12,0.041,0.0,0.09
7,6,3,1,0.187,0.064,0.124,0.154,0.11,0.083,0.277,0.0
1,5,4,2,0.107,0.0,0.04,0.116,0.076,0.313,0.067,0.281
2,0,4,2,0.65,0.054,0.0,0.033,0.071,0.094,0.04,0.057
3,4,4,1,0.031,0.039,0.09,0.0,0.513,0.099,0.074,0.154
4,0,4,2,0.281,0.036,0.046,0.111,0.0,0.12,0.159,0.247
5,3,4,1,0.083,0.159,0.141,0.296,0.147,0.0,0.141,0.033
6,2,4,1,0.054,0.104,0.51,0.106,0.09,0.047,0.0,0.089
7,0,4,1,0.217,0.084,0.139,0.171,0.131,0.113,0.144,0.0
1,5,5,2,0.149,0.0,0.031,0.081,0.096,0.384,0.09,0.1689999999999999
2,0,5,2,0.6509999999999999,0.049,0.0,0.034,0.071,0.08,0.057,0.057
3,4,5,1,0.029,0.037,0.069,0.0,0.537,0.1,0.074,0.154
4,7,5,2,0.057,0.014,0.026,0.113,0.0,0.151,0.196,0.443
5,6,5,1,0.061,0.131,0.1369999999999999,0.226,0.124,0.0,0.29,0.03
6,2,5,1,0.184,0.131,0.214,0.13,0.159,0.074,0.0,0.107
7,3,5,1,0.109,0.104,0.094,0.396,0.124,0.124,0.049,0.0
1,5,6,2,0.157,0.0,0.043,0.084,0.094,0.359,0.089,0.174
2,0,6,2,0.644,0.056,0.0,0.034,0.071,0.086,0.051,0.057
