user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,0,0,1,0.534,0.0,0.046,0.083,0.0,0.041,0.029,0.067
2,7,0,1,0.077,0.023,0.0,0.127,0.011,0.025,0.034,0.503
3,7,0,2,0.079,0.03,0.041,0.0,0.039,0.041,0.037,0.5329999999999999
4,6,0,1,0.1,0.049,0.019,0.063,0.0,0.073,0.377,0.12
5,3,0,2,0.043,0.034,0.04,0.357,0.02,0.0,0.05,0.256
6,0,0,1,0.15,0.111,0.131,0.128,0.044,0.115,0.0,0.12
7,3,0,2,0.094,0.071,0.136,0.172,0.053,0.165,0.109,0.0
1,0,1,1,0.6459999999999999,0.0,0.061,0.123,0.0,0.05,0.029,0.091
2,7,1,1,0.086,0.021,0.0,0.1639999999999999,0.014,0.043,0.043,0.629
3,7,1,2,0.1689999999999999,0.037,0.047,0.0,0.057,0.053,0.043,0.594
4,6,1,1,0.014,0.056,0.013,0.039,0.0,0.07,0.653,0.156
5,3,1,2,0.029,0.043,0.057,0.443,0.029,0.0,0.054,0.346
6,2,1,1,0.116,0.08,0.414,0.151,0.034,0.085,0.0,0.12
7,2,1,2,0.017,0.05,0.45,0.178,0.051,0.182,0.071,0.0
1,0,2,1,0.73,0.0,0.043,0.088,0.006,0.041,0.021,0.071
2,7,2,1,0.086,0.014,0.0,0.173,0.014,0.041,0.043,0.629
3,7,2,2,0.109,0.037,0.056,0.0,0.067,0.06,0.041,0.63
4,6,2,1,0.014,0.057,0.014,0.043,0.0,0.071,0.657,0.143
5,3,2,2,0.029,0.043,0.057,0.443,0.029,0.0,0.057,0.343
6,2,2,1,0.129,0.067,0.246,0.209,0.064,0.143,0.0,0.141
7,5,2,2,0.031,0.101,0.196,0.228,0.071,0.268,0.104,0.0
1,0,3,1,0.563,0.0,0.079,0.175,0.003,0.058,0.033,0.09
2,7,3,1,0.111,0.019,0.0,0.168,0.023,0.036,0.037,0.606
3,7,3,2,0.061,0.039,0.064,0.0,0.063,0.051,0.046,0.6759999999999999
4,0,3,1,0.517,0.053,0.016,0.093,0.0,0.13,0.154,0.037
5,3,3,2,0.029,0.043,0.057,0.443,0.029,0.0,0.057,0.343
6,0,3,1,0.253,0.076,0.214,0.179,0.046,0.114,0.0,0.119
7,5,3,2,0.043,0.077,0.18,0.228,0.077,0.238,0.157,0.0
1,0,4,1,0.594,0.0,0.074,0.151,0.004,0.054,0.036,0.086
2,7,4,1,0.2,0.0,0.0,0.187,0.014,0.027,0.043,0.529
3,7,4,2,0.029,0.043,0.057,0.0,0.074,0.057,0.057,0.6829999999999999
4,0,4,1,0.601,0.061,0.023,0.079,0.0,0.131,0.076,0.029
5,3,4,2,0.029,0.043,0.057,0.443,0.029,0.0,0.057,0.343
6,2,4,1,0.123,0.059,0.417,0.149,0.044,0.098,0.0,0.11
7,3,4,2,0.043,0.096,0.1689999999999999,0.252,0.084,0.242,0.114,0.0
