user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7
1,7,0,1,0.027,0.0,0.031,0.073,0.076,0.119,0.019,0.456
2,4,0,1,0.193,0.077,0.0,0.103,0.246,0.056,0.05,0.076
3,4,0,2,0.027,0.079,0.071,0.0,0.426,0.101,0.076,0.02
4,3,0,1,0.054,0.031,0.047,0.519,0.0,0.037,0.086,0.026
5,1,0,2,0.074,0.25,0.14,0.127,0.119,0.0,0.043,0.047
6,0,0,2,0.196,0.024,0.08,0.147,0.091,0.123,0.0,0.139
7,3,0,1,0.057,0.056,0.023,0.534,0.083,0.036,0.011,0.0
1,7,1,1,0.037,0.0,0.051,0.091,0.114,0.1689999999999999,0.029,0.509
2,1,1,1,0.101,0.72,0.0,0.054,0.05,0.016,0.016,0.043
3,4,1,2,0.04,0.087,0.086,0.0,0.5710000000000001,0.129,0.076,0.011
4,3,1,1,0.101,0.077,0.113,0.371,0.0,0.141,0.15,0.046
5,1,1,2,0.081,0.287,0.183,0.163,0.156,0.0,0.057,0.073
6,4,1,2,0.086,0.026,0.046,0.074,0.51,0.189,0.0,0.07
7,3,1,1,0.071,0.071,0.029,0.6809999999999999,0.087,0.046,0.014,0.0
1,7,2,1,0.03,0.0,0.04,0.084,0.099,0.156,0.026,0.5660000000000001
2,1,2,1,0.099,0.7240000000000001,0.0,0.043,0.059,0.014,0.014,0.047
3,6,2,2,0.071,0.049,0.219,0.0,0.193,0.083,0.353,0.033
4,3,2,1,0.077,0.063,0.083,0.436,0.0,0.184,0.119,0.039
5,1,2,2,0.089,0.284,0.189,0.1689999999999999,0.143,0.0,0.057,0.07
6,4,2,2,0.1,0.046,0.064,0.123,0.366,0.18,0.0,0.121
7,3,2,1,0.1,0.096,0.067,0.386,0.194,0.116,0.041,0.0
1,7,3,1,0.029,0.0,0.029,0.086,0.086,0.143,0.014,0.614
2,1,3,1,0.1,0.727,0.0,0.043,0.057,0.014,0.014,0.044
3,2,3,2,0.043,0.016,0.7140000000000001,0.0,0.07,0.029,0.057,0.071
4,3,3,1,0.11,0.11,0.114,0.317,0.0,0.143,0.1639999999999999,0.041
5,1,3,2,0.099,0.25,0.189,0.149,0.166,0.0,0.054,0.094
6,7,3,2,0.181,0.036,0.081,0.183,0.116,0.189,0.0,0.214
7,3,3,1,0.057,0.051,0.056,0.654,0.126,0.041,0.014,0.0
1,7,4,1,0.029,0.0,0.029,0.086,0.086,0.143,0.014,0.614
2,1,4,1,0.1,0.72,0.0,0.043,0.057,0.014,0.014,0.051
3,6,4,2,0.249,0.033,0.196,0.0,0.087,0.049,0.351,0.036
4,1,4,1,0.093,0.484,0.133,0.11,0.0,0.047,0.103,0.03
5,3,4,2,0.077,0.089,0.046,0.409,0.28,0.0,0.034,0.066
6,7,4,2,0.186,0.02,0.079,0.184,0.126,0.18,0.0,0.226
7,3,4,1,0.053,0.124,0.129,0.5,0.124,0.059,0.011,0.0
1,7,5,1,0.024,0.0,0.033,0.086,0.076,0.143,0.014,0.624
2,1,5,1,0.151,0.654,0.0,0.049,0.057,0.017,0.014,0.057
3,6,5,2,0.06,0.059,0.123,0.0,0.141,0.093,0.493,0.031
4,3,5,1,0.087,0.144,0.069,0.541,0.0,0.023,0.106,0.03
5,3,5,2,0.091,0.077,0.017,0.507,0.209,0.0,0.027,0.071
6,0,5,2,0.644,0.029,0.047,0.097,0.053,0.05,0.0,0.08
7,2,5,1,0.044,0.196,0.379,0.111,0.166,0.094,0.01,0.0
1,7,6,1,0.03,0.0,0.029,0.081,0.08,0.143,0.014,0.623
2,0,6,1,0.469,0.274,0.0,0.079,0.061,0.023,0.014,0.08
3,5,6,2,0.036,0.081,0.063,0.0,0.071,0.583,0.097,0.069
4,3,6,1,0.089,0.096,0.06,0.569,0.0,0.033,0.114,0.04
5,4,6,2,0.069,0.077,0.017,0.354,0.394,0.0,0.029,0.06
6,0,6,2,0.473,0.037,0.063,0.123,0.077,0.087,0.0,0.14
7,3,6,1,0.05,0.063,0.271,0.44,0.124,0.044,0.0069999999999999,0.0
1,7,7,1,0.023,0.0,0.03,0.086,0.087,0.144,0.017,0.613
2,0,7,1,0.653,0.057,0.0,0.086,0.061,0.029,0.014,0.1
3,2,7,2,0.077,0.049,0.516,0.0,0.109,0.056,0.131,0.063
4,3,7,1,0.11,0.171,0.084,0.304,0.0,0.117,0.157,0.056
5,4,7,2,0.063,0.099,0.017,0.066,0.691,0.0,0.011,0.053
6,0,7,2,0.48,0.027,0.069,0.126,0.08,0.093,0.0,0.126
7,2,7,1,0.021,0.037,0.607,0.196,0.093,0.044,0.001,0.0
1,7,8,1,0.024,0.0,0.036,0.083,0.08,0.14,0.017,0.62
2,0,8,1,0.647,0.056,0.0,0.086,0.067,0.029,0.014,0.101
3,2,8,2,0.223,0.074,0.269,0.0,0.1639999999999999,0.08,0.114,0.076
4,1,8,1,0.127,0.203,0.096,0.186,0.0,0.144,0.179,0.066
5,4,8,2,0.079,0.094,0.02,0.081,0.649,0.0,0.019,0.059
6,0,8,2,0.384,0.031,0.093,0.166,0.083,0.111,0.0,0.131
7,3,8,1,0.166,0.064,0.057,0.544,0.11,0.04,0.019,0.0
