user_id,item_id,timestamp,state_label,feature 0,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8
1,0,0,2,0.339,0.0,0.066,0.098,0.126,0.039,0.038,0.047,0.047
2,0,0,2,0.5670000000000001,0.09,0.0,0.034,0.011,0.011,0.023,0.04,0.023
3,8,0,2,0.026,0.043,0.031,0.0,0.053,0.0,0.063,0.104,0.48
4,5,0,1,0.019,0.044,0.005,0.067,0.0,0.43,0.072,0.153,0.01
5,0,0,1,0.337,0.047,0.034,0.059,0.05,0.0,0.031,0.228,0.013
6,2,0,1,0.01,0.073,0.206,0.104,0.129,0.027,0.0,0.187,0.064
7,6,0,1,0.047,0.159,0.058,0.134,0.09,0.069,0.211,0.0,0.033
8,5,0,1,0.226,0.025,0.013,0.06,0.037,0.29,0.104,0.045,0.0
1,0,1,2,0.356,0.0,0.068,0.151,0.17,0.054,0.065,0.066,0.07
2,0,1,2,0.7140000000000001,0.111,0.0,0.043,0.014,0.014,0.03,0.044,0.029
3,8,1,2,0.049,0.045,0.051,0.0,0.076,0.003,0.086,0.142,0.5489999999999999
4,5,1,1,0.02,0.057,0.019,0.115,0.0,0.417,0.146,0.203,0.023
5,0,1,1,0.6859999999999999,0.047,0.05,0.056,0.057,0.0,0.009,0.096,0.0
6,7,1,1,0.019,0.131,0.162,0.131,0.117,0.051,0.0,0.296,0.093
7,1,1,1,0.039,0.339,0.073,0.1369999999999999,0.104,0.067,0.217,0.0,0.024
8,5,1,1,0.174,0.048,0.026,0.072,0.027,0.441,0.15,0.062,0.0
1,4,2,2,0.147,0.0,0.112,0.17,0.264,0.06,0.07,0.091,0.084
2,0,2,2,0.7090000000000001,0.114,0.0,0.043,0.014,0.013,0.027,0.052,0.029
3,8,2,2,0.039,0.059,0.043,0.0,0.086,0.003,0.087,0.135,0.5489999999999999
4,7,2,1,0.019,0.102,0.021,0.128,0.0,0.134,0.14,0.414,0.041
5,0,2,1,0.6859999999999999,0.052,0.042,0.056,0.057,0.0,0.009,0.098,0.0
6,7,2,1,0.013,0.105,0.131,0.093,0.096,0.034,0.0,0.4370000000000001,0.09
7,6,2,1,0.05,0.206,0.046,0.176,0.174,0.073,0.241,0.0,0.034
8,5,2,1,0.081,0.022,0.031,0.066,0.037,0.57,0.117,0.076,0.0
1,2,3,2,0.051,0.0,0.441,0.13,0.096,0.046,0.059,0.121,0.056
2,0,3,2,0.71,0.114,0.0,0.043,0.014,0.004,0.027,0.059,0.029
3,8,3,2,0.027,0.096,0.127,0.0,0.226,0.011,0.084,0.1689999999999999,0.26
4,7,3,1,0.019,0.214,0.005,0.083,0.0,0.03,0.052,0.56,0.037
5,0,3,1,0.6859999999999999,0.059,0.035,0.055,0.057,0.0,0.009,0.1,0.0
6,7,3,1,0.0,0.029,0.11,0.056,0.026,0.011,0.0,0.7290000000000001,0.04
7,1,3,1,0.037,0.361,0.051,0.141,0.094,0.076,0.216,0.0,0.023
8,0,3,1,0.393,0.037,0.034,0.079,0.034,0.207,0.141,0.074,0.0
1,2,4,2,0.026,0.0,0.534,0.134,0.113,0.044,0.042,0.074,0.033
2,0,4,2,0.703,0.11,0.0,0.043,0.014,0.014,0.031,0.056,0.029
3,4,4,2,0.034,0.068,0.1689999999999999,0.0,0.444,0.014,0.066,0.11,0.094
4,3,4,1,0.016,0.064,0.056,0.374,0.0,0.057,0.08,0.315,0.039
5,7,4,1,0.343,0.07,0.036,0.073,0.06,0.0,0.037,0.36,0.021
6,7,4,1,0.009,0.086,0.114,0.062,0.123,0.023,0.0,0.527,0.057
7,1,4,1,0.023,0.616,0.066,0.09,0.029,0.043,0.129,0.0,0.004
8,0,4,1,0.4970000000000001,0.028,0.032,0.103,0.041,0.131,0.117,0.05,0.0
1,2,5,2,0.014,0.0,0.642,0.096,0.041,0.036,0.035,0.116,0.02
2,8,5,2,0.309,0.097,0.0,0.054,0.016,0.0069999999999999,0.063,0.106,0.349
3,8,5,2,0.021,0.098,0.081,0.0,0.124,0.004,0.09,0.131,0.45
4,3,5,1,0.016,0.116,0.037,0.359,0.0,0.06,0.065,0.319,0.027
5,7,5,1,0.017,0.035,0.039,0.081,0.06,0.0,0.051,0.691,0.026
6,7,5,1,0.0069999999999999,0.067,0.081,0.038,0.289,0.014,0.0,0.473,0.031
7,1,5,1,0.027,0.487,0.074,0.131,0.057,0.064,0.146,0.0,0.013
8,0,5,1,0.4270000000000001,0.03,0.022,0.096,0.049,0.184,0.124,0.069,0.0
1,2,6,2,0.014,0.0,0.62,0.148,0.057,0.044,0.043,0.054,0.019
2,8,6,2,0.013,0.069,0.0,0.074,0.016,0.016,0.063,0.142,0.607
3,8,6,2,0.053,0.098,0.099,0.0,0.143,0.009,0.084,0.192,0.3229999999999999
4,3,6,1,0.016,0.041,0.061,0.58,0.0,0.063,0.064,0.151,0.024
5,7,6,1,0.014,0.065,0.062,0.188,0.083,0.0,0.271,0.299,0.017
6,7,6,1,0.0,0.03,0.092,0.08,0.014,0.017,0.0,0.7390000000000001,0.029
7,4,6,1,0.019,0.269,0.078,0.143,0.294,0.054,0.133,0.0,0.01
8,0,6,1,0.491,0.033,0.027,0.092,0.037,0.116,0.133,0.071,0.0
1,2,7,2,0.014,0.0,0.57,0.0819999999999999,0.021,0.034,0.028,0.223,0.027
2,8,7,2,0.013,0.076,0.0,0.055,0.016,0.017,0.064,0.16,0.6
3,4,7,2,0.047,0.111,0.153,0.0,0.237,0.014,0.083,0.205,0.15
4,7,7,1,0.024,0.03,0.014,0.171,0.0,0.027,0.045,0.648,0.04
5,6,7,1,0.006,0.065,0.05,0.168,0.069,0.0,0.329,0.309,0.004
6,7,7,1,0.0,0.038,0.104,0.05,0.024,0.003,0.0,0.747,0.034
7,1,7,1,0.024,0.613,0.066,0.091,0.029,0.043,0.125,0.0,0.009
8,0,7,1,0.419,0.033,0.024,0.063,0.039,0.213,0.107,0.103,0.0
1,2,8,2,0.014,0.0,0.6609999999999999,0.104,0.043,0.04,0.038,0.079,0.021
2,8,8,2,0.019,0.075,0.0,0.064,0.014,0.01,0.069,0.149,0.6
3,4,8,2,0.041,0.114,0.1639999999999999,0.0,0.271,0.014,0.09,0.162,0.143
4,7,8,1,0.016,0.101,0.024,0.146,0.0,0.077,0.085,0.481,0.07
5,7,8,1,0.024,0.088,0.085,0.285,0.101,0.0,0.059,0.334,0.024
6,7,8,1,0.001,0.051,0.087,0.055,0.076,0.021,0.0,0.6609999999999999,0.047
7,1,8,1,0.037,0.474,0.074,0.135,0.051,0.056,0.158,0.0,0.014
8,0,8,1,0.636,0.034,0.034,0.074,0.043,0.014,0.115,0.05,0.0
1,2,9,2,0.024,0.0,0.467,0.109,0.199,0.034,0.024,0.119,0.024
2,8,9,2,0.027,0.075,0.0,0.061,0.014,0.004,0.069,0.149,0.6
3,4,9,2,0.047,0.121,0.153,0.0,0.286,0.006,0.097,0.159,0.131
