user_id,item_id,timestamp,state_label,comma_separated_list_of_features
1,7,0,1,0
2,6,0,2,0
3,0,0,2,0
4,5,0,1,0
5,6,0,2,0
6,2,0,1,0
7,6,0,1,0
1,7,1,1,0
2,1,1,2,0
3,0,1,2,0
4,5,1,1,0
5,6,1,2,0
6,3,1,1,0
7,6,1,1,0
1,7,2,1,0
2,1,2,2,0
3,0,2,2,0
4,5,2,1,0
5,6,2,2,0
6,3,2,1,0
7,5,2,1,0
1,7,3,1,0
2,1,3,2,0
3,0,3,2,0
4,5,3,1,0
5,6,3,2,0
6,3,3,1,0
7,5,3,1,0
1,7,4,1,0
2,1,4,2,0
3,0,4,2,0
4,5,4,1,0
5,6,4,2,0
6,3,4,1,0
7,6,4,1,0
1,7,5,1,0
2,5,5,2,0
3,6,5,2,0
4,5,5,1,0
5,6,5,2,0
6,3,5,1,0
7,6,5,1,0
1,5,6,1,0
2,5,6,2,0
3,6,6,2,0
4,5,6,1,0
5,6,6,2,0
6,3,6,1,0
7,3,6,1,0
1,2,7,1,0
2,3,7,2,0
3,7,7,2,0
4,5,7,1,0
5,6,7,2,0
6,1,7,1,0
7,3,7,1,0
1,2,8,1,0
2,6,8,2,0
3,6,8,2,0
4,5,8,1,0
5,6,8,2,0
6,1,8,1,0
7,4,8,1,0
1,2,9,1,0
2,1,9,2,0
3,0,9,2,0
4,5,9,1,0
5,6,9,2,0
6,1,9,1,0
7,3,9,1,0
1,2,10,1,0
2,1,10,2,0
3,0,10,2,0
4,6,10,1,0
5,6,10,2,0
6,1,10,1,0
7,6,10,1,0
1,5,11,1,0
2,1,11,2,0
3,0,11,2,0
4,5,11,1,0
5,6,11,2,0
6,5,11,1,0
7,5,11,1,0
1,5,12,1,0
2,6,12,2,0
3,0,12,2,0
4,5,12,1,0
5,6,12,2,0
6,5,12,1,0
7,5,12,1,0
1,5,13,1,0
2,6,13,2,0
3,0,13,2,0
4,5,13,1,0
5,6,13,2,0
6,5,13,1,0
7,5,13,1,0
1,5,14,1,0
2,1,14,2,0
3,0,14,2,0
4,6,14,1,0
5,6,14,2,0
6,5,14,1,0
7,5,14,1,0
1,5,15,1,0
2,1,15,2,0
3,0,15,2,0
4,5,15,1,0
5,6,15,2,0
6,1,15,1,0
7,5,15,1,0
1,6,16,1,0
2,1,16,2,0
3,6,16,2,0
4,6,16,1,0
5,6,16,2,0
6,1,16,1,0
7,5,16,1,0
1,6,17,1,0
2,1,17,2,0
3,7,17,2,0
4,6,17,1,0
5,6,17,2,0
6,1,17,1,0
7,5,17,1,0
1,5,18,1,0
2,1,18,2,0
3,7,18,2,0
4,6,18,1,0
5,6,18,2,0
6,1,18,1,0
7,5,18,1,0
1,5,19,1,0
2,1,19,2,0
3,7,19,2,0
4,6,19,1,0
5,6,19,2,0
6,1,19,1,0
