user_id,item_id,timestamp,state_label,comma_separated_list_of_features
0,4,1,0,0
1,7,2,0,0
2,6,3,0,0
3,6,4,0,0
4,8,5,0,0
5,0,6,0,0
6,2,7,0,0
7,7,8,0,0
0,6,9,0,0
1,7,10,0,0
2,6,11,0,0
3,6,12,0,0
4,8,13,0,0
5,3,14,0,0
6,1,15,0,0
7,7,16,0,0
0,4,17,0,0
1,7,18,0,0
2,6,19,0,0
3,6,20,0,0
4,8,21,0,0
5,3,22,0,0
6,1,23,0,0
7,7,24,0,0
0,4,25,0,0
1,7,26,0,0
2,6,27,0,0
3,6,28,0,0
4,8,29,0,0
5,2,30,0,0
6,1,31,0,0
7,7,32,0,0
0,8,33,0,0
1,7,34,0,0
2,6,35,0,0
3,6,36,0,0
4,8,37,0,0
5,3,38,0,0
6,1,39,0,0
7,6,40,0,0
0,6,41,0,0
1,7,42,0,0
2,2,43,0,0
3,6,44,0,0
4,8,45,0,0
5,1,46,0,0
6,1,47,0,0
7,7,48,0,0
0,8,49,0,0
1,7,50,0,0
2,8,51,0,0
3,6,52,0,0
4,6,53,0,0
5,2,54,0,0
6,1,55,0,0
7,7,56,0,0
0,6,57,0,0
1,7,58,0,0
2,8,59,0,0
3,6,60,0,0
4,7,61,0,0
5,3,62,0,0
6,4,63,0,0
7,7,64,0,0
0,6,65,0,0
1,7,66,0,0
2,7,67,0,0
3,6,68,0,0
4,7,69,0,0
5,7,70,0,0
6,1,71,0,0
7,7,72,0,0
0,7,73,0,0
1,7,74,0,0
2,7,75,0,0
3,6,76,0,0
4,7,77,0,0
5,7,78,0,0
6,1,79,0,0
7,7,80,0,0
0,7,81,0,0
1,7,82,0,0
2,7,83,0,0
3,6,84,0,0
4,7,85,0,0
5,7,86,0,0
6,2,87,0,0
7,7,88,0,0
0,7,89,0,0
1,7,90,0,0
2,7,91,0,0
3,6,92,0,0
4,7,93,0,0
5,7,94,0,0
6,8,95,0,0
7,7,96,0,0
0,8,97,0,0
1,7,98,0,0
2,7,99,0,0
3,6,100,0,0
4,7,101,0,0
5,7,102,0,0
6,1,103,0,0
7,7,104,0,0
0,8,105,0,0
1,7,106,0,0
2,7,107,0,0
3,1,108,0,0
4,7,109,0,0
5,7,110,0,0
6,3,111,0,0
7,7,112,0,0
0,8,113,0,0
1,7,114,0,0
2,7,115,0,0
3,1,116,0,0
4,6,117,0,0
5,7,118,0,0
6,3,119,0,0
7,7,120,0,0
0,8,121,0,0
1,7,122,0,0
2,7,123,0,0
3,1,124,0,0
4,6,125,0,0
5,7,126,0,0
6,3,127,0,0
7,7,128,0,0
0,8,129,0,0
1,7,130,0,0
2,7,131,0,0
3,1,132,0,0
4,6,133,0,0
5,7,134,0,0
6,3,135,0,0
7,7,136,0,0
0,8,137,0,0
1,7,138,0,0
2,7,139,0,0
3,7,140,0,0
4,6,141,0,0
5,7,142,0,0
6,3,143,0,0
7,7,144,0,0
0,8,145,0,0
1,7,146,0,0
2,7,147,0,0
3,7,148,0,0
4,7,149,0,0
5,7,150,0,0
6,3,151,0,0
7,7,152,0,0
0,8,153,0,0
1,7,154,0,0
2,1,155,0,0
3,1,156,0,0
4,1,157,0,0
5,8,158,0,0
6,3,159,0,0
7,3,160,0,0
0,6,161,0,0
1,7,162,0,0
2,6,163,0,0
3,6,164,0,0
4,6,165,0,0
5,8,166,0,0
6,3,167,0,0
7,3,168,0,0
0,4,169,0,0
1,7,170,0,0
2,5,171,0,0
