0,6,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,0,2,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,3,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,0,4,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,5,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,2,6,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,5,7,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,0,8,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,9,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,0,10,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,11,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,0,12,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,6,13,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,4,14,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,15,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,0,16,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,17,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,0,18,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,6,19,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,1,20,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,21,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,0,22,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,23,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,0,24,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,6,25,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,26,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,27,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,2,28,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,0,29,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,0,30,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,4,31,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,32,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,33,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,2,34,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,0,35,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,0,36,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,6,37,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,38,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,1,39,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,2,40,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,0,41,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,0,42,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,5,43,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,0,44,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,45,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,0,46,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,0,47,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,0,48,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,6,49,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,4,50,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,1,51,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,2,52,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,0,53,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,54,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,6,55,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,1,56,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,1,57,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,2,58,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,0,59,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,60,0,0,1.0,0.0,0.0,0.0,1.0,0.0
