user_id,item_id,timestamp,state_label,comma_separated_list_of_features
0,7,1,0,0
1,7,2,0,0
2,1,3,0,0
3,1,4,0,0
4,7,5,0,0
5,3,6,0,0
6,6,7,0,0
0,7,8,0,0
1,7,9,0,0
2,1,10,0,0
3,1,11,0,0
4,7,12,0,0
5,2,13,0,0
6,5,14,0,0
0,7,15,0,0
1,7,16,0,0
2,1,17,0,0
3,1,18,0,0
4,7,19,0,0
5,2,20,0,0
6,0,21,0,0
0,7,22,0,0
1,7,23,0,0
2,1,24,0,0
3,3,25,0,0
4,7,26,0,0
5,2,27,0,0
6,0,28,0,0
0,7,29,0,0
1,7,30,0,0
2,1,31,0,0
3,7,32,0,0
4,7,33,0,0
5,3,34,0,0
6,0,35,0,0
0,7,36,0,0
1,7,37,0,0
2,1,38,0,0
3,7,39,0,0
4,2,40,0,0
5,7,41,0,0
6,0,42,0,0
0,0,43,0,0
1,7,44,0,0
2,1,45,0,0
3,7,46,0,0
4,7,47,0,0
5,2,48,0,0
6,0,49,0,0
0,7,50,0,0
1,7,51,0,0
2,7,52,0,0
3,7,53,0,0
4,7,54,0,0
5,2,55,0,0
6,0,56,0,0
0,7,57,0,0
1,7,58,0,0
2,1,59,0,0
3,7,60,0,0
4,7,61,0,0
5,3,62,0,0
6,0,63,0,0
0,7,64,0,0
1,7,65,0,0
2,1,66,0,0
3,7,67,0,0
4,7,68,0,0
5,3,69,0,0
6,0,70,0,0
0,7,71,0,0
1,1,72,0,0
2,1,73,0,0
3,7,74,0,0
4,7,75,0,0
5,3,76,0,0
6,0,77,0,0
0,7,78,0,0
1,7,79,0,0
2,1,80,0,0
3,7,81,0,0
4,7,82,0,0
5,3,83,0,0
6,0,84,0,0
0,7,85,0,0
1,4,86,0,0
2,1,87,0,0
3,1,88,0,0
4,2,89,0,0
5,2,90,0,0
6,0,91,0,0
0,7,92,0,0
1,4,93,0,0
2,1,94,0,0
3,7,95,0,0
4,7,96,0,0
5,2,97,0,0
6,0,98,0,0
0,7,99,0,0
1,4,100,0,0
2,1,101,0,0
3,7,102,0,0
4,7,103,0,0
5,7,104,0,0
6,0,105,0,0
0,7,106,0,0
1,4,107,0,0
2,1,108,0,0
3,7,109,0,0
4,7,110,0,0
5,7,111,0,0
6,0,112,0,0
0,7,113,0,0
1,4,114,0,0
2,7,115,0,0
3,7,116,0,0
4,7,117,0,0
5,7,118,0,0
6,0,119,0,0
0,7,120,0,0
1,4,121,0,0
2,1,122,0,0
3,7,123,0,0
4,7,124,0,0
5,7,125,0,0
6,0,126,0,0
0,7,127,0,0
1,4,128,0,0
2,1,129,0,0
3,7,130,0,0
4,7,131,0,0
5,7,132,0,0
6,0,133,0,0
0,7,134,0,0
1,7,135,0,0
2,1,136,0,0
3,7,137,0,0
4,1,138,0,0
5,7,139,0,0
6,0,140,0,0
0,7,141,0,0
1,7,142,0,0
2,1,143,0,0
3,7,144,0,0
4,7,145,0,0
5,7,146,0,0
6,0,147,0,0
0,7,148,0,0
1,4,149,0,0
2,1,150,0,0
3,7,151,0,0
4,7,152,0,0
5,7,153,0,0
6,0,154,0,0
0,7,155,0,0
1,4,156,0,0
2,1,157,0,0
3,7,158,0,0
4,7,159,0,0
5,7,160,0,0
6,0,161,0,0
0,7,162,0,0
1,4,163,0,0
2,7,164,0,0
3,7,165,0,0
4,7,166,0,0
5,7,167,0,0
6,4,168,0,0
0,7,169,0,0
1,4,170,0,0
2,7,171,0,0
3,7,172,0,0
4,7,173,0,0
5,7,174,0,0
6,1,175,0,0
0,7,176,0,0
1,7,177,0,0
2,1,178,0,0
3,7,179,0,0
4,7,180,0,0
5,7,181,0,0
6,1,182,0,0
0,7,183,0,0
1,7,184,0,0
2,1,185,0,0
3,7,186,0,0
4,7,187,0,0
5,7,188,0,0
6,1,189,0,0
0,7,190,0,0
1,4,191,0,0
2,1,192,0,0
3,7,193,0,0
4,7,194,0,0
5,7,195,0,0
6,3,196,0,0
0,7,197,0,0
1,4,198,0,0
2,1,199,0,0
3,7,200,0,0
4,7,201,0,0
5,7,202,0,0
6,4,203,0,0
0,7,204,0,0
1,4,205,0,0
2,1,206,0,0
3,7,207,0,0
4,7,208,0,0
5,7,209,0,0
6,2,210,0,0
0,7,211,0,0
1,4,212,0,0
2,7,213,0,0
3,7,214,0,0
4,7,215,0,0
5,7,216,0,0
6,4,217,0,0
0,7,218,0,0
1,4,219,0,0
2,7,220,0,0
3,7,221,0,0
4,7,222,0,0
5,7,223,0,0
6,4,224,0,0
0,7,225,0,0
1,7,226,0,0
2,7,227,0,0
3,7,228,0,0
4,7,229,0,0
5,7,230,0,0
6,4,231,0,0
0,7,232,0,0
1,7,233,0,0
2,7,234,0,0
3,7,235,0,0
4,7,236,0,0
5,7,237,0,0
6,4,238,0,0
0,7,239,0,0
1,4,240,0,0
2,7,241,0,0
3,3,242,0,0
4,7,243,0,0
5,7,244,0,0
6,4,245,0,0
0,7,246,0,0
1,4,247,0,0
2,7,248,0,0
3,7,249,0,0
4,7,250,0,0
5,7,251,0,0
6,4,252,0,0
0,7,253,0,0
1,7,254,0,0
2,2,255,0,0
3,7,256,0,0
4,7,257,0,0
5,7,258,0,0
6,4,259,0,0
0,7,260,0,0
1,7,261,0,0
2,2,262,0,0
3,7,263,0,0
4,7,264,0,0
5,7,265,0,0
6,1,266,0,0
0,7,267,0,0
1,7,268,0,0
2,7,269,0,0
3,7,270,0,0
4,7,271,0,0
5,7,272,0,0
6,4,273,0,0
0,7,274,0,0
1,7,275,0,0
2,7,276,0,0
3,7,277,0,0
4,7,278,0,0
5,7,279,0,0
6,4,280,0,0
0,7,281,0,0
1,7,282,0,0
2,7,283,0,0
3,7,284,0,0
4,7,285,0,0
5,7,286,0,0
6,4,287,0,0
0,7,288,0,0
1,7,289,0,0
2,7,290,0,0
3,7,291,0,0
4,7,292,0,0
5,1,293,0,0
6,4,294,0,0
0,7,295,0,0
1,4,296,0,0
2,7,297,0,0
3,7,298,0,0
4,7,299,0,0
5,2,300,0,0
6,4,301,0,0
0,7,302,0,0
