user_id,item_id,timestamp,state_label,comma_separated_list_of_features
0,8,1,0,0
1,0,2,0,0
2,5,3,0,0
3,5,4,0,0
4,0,5,0,0
5,8,6,0,0
6,0,7,0,0
7,3,8,0,0
0,2,9,0,0
1,0,10,0,0
2,7,11,0,0
3,5,12,0,0
4,0,13,0,0
5,8,14,0,0
6,8,15,0,0
7,3,16,0,0
0,2,17,0,0
1,0,18,0,0
2,7,19,0,0
3,5,20,0,0
4,2,21,0,0
5,2,22,0,0
6,8,23,0,0
7,3,24,0,0
0,2,25,0,0
1,6,26,0,0
2,7,27,0,0
3,5,28,0,0
4,0,29,0,0
5,2,30,0,0
6,2,31,0,0
7,4,32,0,0
0,2,33,0,0
1,6,34,0,0
2,7,35,0,0
3,6,36,0,0
4,0,37,0,0
5,8,38,0,0
6,2,39,0,0
7,5,40,0,0
0,2,41,0,0
1,8,42,0,0
2,0,43,0,0
3,6,44,0,0
4,0,45,0,0
5,8,46,0,0
6,0,47,0,0
7,3,48,0,0
0,2,49,0,0
1,8,50,0,0
2,8,51,0,0
3,5,52,0,0
4,0,53,0,0
5,5,54,0,0
6,5,55,0,0
7,3,56,0,0
0,2,57,0,0
1,1,58,0,0
2,8,59,0,0
3,5,60,0,0
4,0,61,0,0
5,0,62,0,0
6,5,63,0,0
7,3,64,0,0
0,2,65,0,0
1,6,66,0,0
2,8,67,0,0
3,6,68,0,0
4,0,69,0,0
5,5,70,0,0
6,2,71,0,0
7,3,72,0,0
0,2,73,0,0
1,6,74,0,0
2,8,75,0,0
3,5,76,0,0
4,2,77,0,0
5,5,78,0,0
6,2,79,0,0
7,3,80,0,0
0,2,81,0,0
1,1,82,0,0
2,5,83,0,0
3,5,84,0,0
4,0,85,0,0
5,5,86,0,0
6,2,87,0,0
7,3,88,0,0
0,2,89,0,0
1,1,90,0,0
2,5,91,0,0
3,2,92,0,0
4,0,93,0,0
5,5,94,0,0
6,8,95,0,0
7,4,96,0,0
0,2,97,0,0
1,7,98,0,0
2,5,99,0,0
3,2,100,0,0
4,0,101,0,0
5,5,102,0,0
6,8,103,0,0
7,4,104,0,0
0,0,105,0,0
1,0,106,0,0
2,8,107,0,0
3,2,108,0,0
4,0,109,0,0
5,5,110,0,0
6,8,111,0,0
7,4,112,0,0
0,2,113,0,0
1,0,114,0,0
2,5,115,0,0
3,2,116,0,0
4,0,117,0,0
5,5,118,0,0
6,8,119,0,0
7,3,120,0,0
0,2,121,0,0
1,0,122,0,0
2,5,123,0,0
3,0,124,0,0
4,0,125,0,0
5,2,126,0,0
6,8,127,0,0
7,4,128,0,0
0,2,129,0,0
1,5,130,0,0
2,8,131,0,0
3,1,132,0,0
4,0,133,0,0
5,2,134,0,0
6,8,135,0,0
7,2,136,0,0
0,2,137,0,0
1,5,138,0,0
2,7,139,0,0
3,1,140,0,0
4,0,141,0,0
5,2,142,0,0
6,8,143,0,0
7,3,144,0,0
0,2,145,0,0
1,5,146,0,0
2,7,147,0,0
3,1,148,0,0
4,0,149,0,0
5,2,150,0,0
6,2,151,0,0
7,3,152,0,0
0,2,153,0,0
1,5,154,0,0
2,8,155,0,0
3,1,156,0,0
4,0,157,0,0
5,2,158,0,0
6,2,159,0,0
7,3,160,0,0
0,2,161,0,0
1,5,162,0,0
2,8,163,0,0
3,1,164,0,0
4,0,165,0,0
5,2,166,0,0
6,2,167,0,0
7,3,168,0,0
0,2,169,0,0
1,5,170,0,0
2,0,171,0,0
3,1,172,0,0
4,0,173,0,0
5,0,174,0,0
6,2,175,0,0
7,3,176,0,0
0,2,177,0,0
1,5,178,0,0
2,5,179,0,0
3,1,180,0,0
4,0,181,0,0
5,0,182,0,0
6,2,183,0,0
7,3,184,0,0
0,5,185,0,0
1,4,186,0,0
2,5,187,0,0
3,3,188,0,0
4,0,189,0,0
5,0,190,0,0
6,2,191,0,0
7,3,192,0,0
0,5,193,0,0
1,6,194,0,0
2,8,195,0,0
3,3,196,0,0
4,0,197,0,0
5,0,198,0,0
6,2,199,0,0
7,3,200,0,0
0,2,201,0,0
1,6,202,0,0
2,8,203,0,0
3,3,204,0,0
4,2,205,0,0
5,0,206,0,0
6,2,207,0,0
7,2,208,0,0
0,4,209,0,0
1,6,210,0,0
2,5,211,0,0
3,3,212,0,0
4,2,213,0,0
5,0,214,0,0
6,2,215,0,0
7,4,216,0,0
0,8,217,0,0
1,7,218,0,0
2,5,219,0,0
3,3,220,0,0
4,2,221,0,0
5,0,222,0,0
6,0,223,0,0
7,4,224,0,0
0,5,225,0,0
1,1,226,0,0
2,0,227,0,0
3,1,228,0,0
4,3,229,0,0
5,0,230,0,0
6,2,231,0,0
7,3,232,0,0
0,2,233,0,0
1,8,234,0,0
2,0,235,0,0
3,1,236,0,0
4,2,237,0,0
5,0,238,0,0
6,2,239,0,0
7,3,240,0,0
0,2,241,0,0
1,8,242,0,0
2,0,243,0,0
3,1,244,0,0
4,0,245,0,0
5,0,246,0,0
6,6,247,0,0
7,3,248,0,0
0,2,249,0,0
1,1,250,0,0
2,5,251,0,0
3,1,252,0,0
4,2,253,0,0
5,0,254,0,0
6,4,255,0,0
7,4,256,0,0
0,4,257,0,0
1,1,258,0,0
2,5,259,0,0
3,1,260,0,0
4,2,261,0,0
5,0,262,0,0
6,2,263,0,0
7,3,264,0,0
0,4,265,0,0
1,1,266,0,0
2,5,267,0,0
3,1,268,0,0
4,0,269,0,0
5,5,270,0,0
6,2,271,0,0
7,4,272,0,0
0,4,273,0,0
1,1,274,0,0
2,5,275,0,0
3,1,276,0,0
4,0,277,0,0
5,4,278,0,0
6,2,279,0,0
7,5,280,0,0
0,4,281,0,0
1,1,282,0,0
2,5,283,0,0
3,6,284,0,0
4,0,285,0,0
5,5,286,0,0
6,5,287,0,0
7,2,288,0,0
0,4,289,0,0
1,1,290,0,0
2,7,291,0,0
3,5,292,0,0
4,0,293,0,0
5,5,294,0,0
6,2,295,0,0
7,2,296,0,0
0,2,297,0,0
1,1,298,0,0
2,5,299,0,0
3,5,300,0,0
4,2,301,0,0
5,8,302,0,0
6,2,303,0,0
7,3,304,0,0
0,2,305,0,0
1,1,306,0,0
2,5,307,0,0
3,5,308,0,0
4,2,309,0,0
5,8,310,0,0
6,2,311,0,0
7,3,312,0,0
0,2,313,0,0
1,1,314,0,0
2,5,315,0,0
3,5,316,0,0
4,0,317,0,0
5,8,318,0,0
6,2,319,0,0
7,3,320,0,0
0,2,321,0,0
1,6,322,0,0
2,5,323,0,0
3,5,324,0,0
4,0,325,0,0
5,8,326,0,0
6,2,327,0,0
7,2,328,0,0
0,2,329,0,0
1,3,330,0,0
2,5,331,0,0
3,5,332,0,0
4,0,333,0,0
5,8,334,0,0
6,2,335,0,0
7,2,336,0,0
0,2,337,0,0
1,7,338,0,0
2,5,339,0,0
3,5,340,0,0
4,2,341,0,0
5,8,342,0,0
6,2,343,0,0
7,3,344,0,0
0,4,345,0,0
1,7,346,0,0
2,7,347,0,0
3,5,348,0,0
4,2,349,0,0
5,1,350,0,0
6,2,351,0,0
7,3,352,0,0
0,4,353,0,0
1,7,354,0,0
2,5,355,0,0
3,5,356,0,0
4,4,357,0,0
5,8,358,0,0
6,2,359,0,0
7,4,360,0,0
0,2,361,0,0
1,7,362,0,0
2,5,363,0,0
3,5,364,0,0
4,4,365,0,0
5,1,366,0,0
6,3,367,0,0
7,4,368,0,0
0,8,369,0,0
1,7,370,0,0
2,5,371,0,0
