0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,2,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,3,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,5,4,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,5,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,6,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,7,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,8,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,0,9,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,5,10,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,0,11,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,12,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,13,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,14,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,15,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,5,16,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,17,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,18,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,19,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,3,20,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,21,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,5,22,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,23,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,24,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,25,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,3,26,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,27,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,5,28,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,29,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,30,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,31,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,3,32,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,33,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,5,34,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,0,35,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,36,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,37,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,3,38,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,39,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,5,40,0,0,1.0,0.0,0.0,0.0,1.0,0.0
4,6,41,0,0,1.0,0.0,0.0,0.0,1.0,0.0
5,1,42,0,0,1.0,0.0,0.0,0.0,1.0,0.0
0,0,43,0,0,1.0,0.0,0.0,0.0,1.0,0.0
1,3,44,0,0,1.0,0.0,0.0,0.0,1.0,0.0
2,2,45,0,0,1.0,0.0,0.0,0.0,1.0,0.0
3,5,46,0,0,1.0,0.0,0.0,0.0,1.0,0.0
