user_id,item_id,timestamp,state_label,comma_separated_list_of_features
0,7,1,0,0
1,1,2,0,0
2,2,3,0,0
3,7,4,0,0
4,7,5,0,0
5,7,6,0,0
6,1,7,0,0
0,7,8,0,0
1,1,9,0,0
2,2,10,0,0
3,7,11,0,0
4,7,12,0,0
5,7,13,0,0
6,1,14,0,0
0,7,15,0,0
1,1,16,0,0
2,2,17,0,0
3,2,18,0,0
4,1,19,0,0
5,7,20,0,0
6,1,21,0,0
0,7,22,0,0
1,1,23,0,0
2,2,24,0,0
3,7,25,0,0
4,6,26,0,0
5,7,27,0,0
6,2,28,0,0
0,7,29,0,0
1,1,30,0,0
2,7,31,0,0
3,7,32,0,0
4,7,33,0,0
5,7,34,0,0
6,2,35,0,0
0,7,36,0,0
1,1,37,0,0
2,7,38,0,0
3,7,39,0,0
4,1,40,0,0
5,7,41,0,0
6,6,42,0,0
0,7,43,0,0
1,1,44,0,0
2,7,45,0,0
3,7,46,0,0
4,1,47,0,0
5,7,48,0,0
6,4,49,0,0
0,7,50,0,0
1,1,51,0,0
2,7,52,0,0
3,7,53,0,0
4,7,54,0,0
5,7,55,0,0
6,4,56,0,0
0,7,57,0,0
1,1,58,0,0
2,7,59,0,0
3,7,60,0,0
4,6,61,0,0
5,7,62,0,0
6,4,63,0,0
0,7,64,0,0
1,1,65,0,0
2,4,66,0,0
3,7,67,0,0
4,7,68,0,0
5,0,69,0,0
6,4,70,0,0
0,0,71,0,0
1,1,72,0,0
2,2,73,0,0
3,7,74,0,0
4,6,75,0,0
5,0,76,0,0
6,6,77,0,0
0,7,78,0,0
1,1,79,0,0
2,2,80,0,0
3,7,81,0,0
4,6,82,0,0
5,7,83,0,0
6,4,84,0,0
0,0,85,0,0
1,1,86,0,0
2,2,87,0,0
3,7,88,0,0
4,6,89,0,0
5,7,90,0,0
6,2,91,0,0
0,0,92,0,0
1,1,93,0,0
2,2,94,0,0
3,7,95,0,0
4,0,96,0,0
5,7,97,0,0
6,3,98,0,0
0,0,99,0,0
1,1,100,0,0
2,2,101,0,0
3,7,102,0,0
4,6,103,0,0
5,7,104,0,0
6,0,105,0,0
0,7,106,0,0
1,1,107,0,0
2,2,108,0,0
3,7,109,0,0
4,7,110,0,0
5,7,111,0,0
6,0,112,0,0
0,0,113,0,0
1,1,114,0,0
2,2,115,0,0
3,7,116,0,0
4,7,117,0,0
5,1,118,0,0
6,1,119,0,0
0,0,120,0,0
1,1,121,0,0
2,2,122,0,0
3,7,123,0,0
4,7,124,0,0
5,1,125,0,0
6,1,126,0,0
0,0,127,0,0
1,1,128,0,0
2,0,129,0,0
3,7,130,0,0
4,0,131,0,0
5,7,132,0,0
6,1,133,0,0
0,0,134,0,0
1,1,135,0,0
2,2,136,0,0
3,7,137,0,0
4,6,138,0,0
5,7,139,0,0
6,1,140,0,0
0,0,141,0,0
1,1,142,0,0
2,2,143,0,0
3,7,144,0,0
4,7,145,0,0
5,7,146,0,0
6,0,147,0,0
0,7,148,0,0
1,1,149,0,0
2,2,150,0,0
3,7,151,0,0
4,7,152,0,0
5,7,153,0,0
6,1,154,0,0
0,7,155,0,0
1,1,156,0,0
2,2,157,0,0
3,2,158,0,0
4,0,159,0,0
5,7,160,0,0
6,1,161,0,0
0,5,162,0,0
1,1,163,0,0
2,2,164,0,0
3,2,165,0,0
4,0,166,0,0
5,7,167,0,0
