0,6,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,1,2,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,5,3,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,6,4,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4,1,5,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5,4,6,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,4,7,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,6,8,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,0,9,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,4,10,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,6,11,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4,1,12,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5,4,13,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,4,14,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,6,15,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,0,16,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,4,17,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,3,18,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4,1,19,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5,4,20,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,4,21,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,6,22,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,0,23,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,5,24,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,6,25,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4,1,26,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5,4,27,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,4,28,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,6,29,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,0,30,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,1,31,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,6,32,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4,1,33,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5,5,34,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,0,35,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,5,36,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,0,37,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,2,38,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,6,39,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4,1,40,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5,2,41,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,1,42,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,5,43,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,6,44,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,5,45,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,6,46,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4,1,47,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5,0,48,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,1,49,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,5,50,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,5,51,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,5,52,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,6,53,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4,1,54,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5,4,55,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,1,56,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,2,57,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1,0,58,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2,5,59,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3,6,60,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
