user_id,item_id,timestamp,state_label,comma_separated_list_of_features
1,5,0,2,0
2,5,0,1,0
3,5,0,2,0
4,5,0,1,0
5,6,0,2,0
6,5,0,1,0
7,6,0,1,0
8,2,0,1,0
1,5,1,2,0
2,5,1,1,0
3,5,1,2,0
4,6,1,1,0
5,6,1,2,0
6,5,1,1,0
7,5,1,1,0
8,2,1,1,0
1,5,2,2,0
2,5,2,1,0
3,0,2,2,0
4,6,2,1,0
5,0,2,2,0
6,5,2,1,0
7,5,2,1,0
8,2,2,1,0
1,8,3,2,0
2,8,3,1,0
3,6,3,2,0
4,6,3,1,0
5,0,3,2,0
6,5,3,1,0
7,6,3,1,0
8,5,3,1,0
1,2,4,2,0
2,8,4,1,0
3,0,4,2,0
4,6,4,1,0
5,0,4,2,0
6,5,4,1,0
7,6,4,1,0
8,7,4,1,0
1,8,5,2,0
2,5,5,1,0
3,7,5,2,0
4,6,5,1,0
5,0,5,2,0
6,5,5,1,0
7,6,5,1,0
8,0,5,1,0
1,8,6,2,0
2,5,6,1,0
3,0,6,2,0
4,6,6,1,0
5,0,6,2,0
6,5,6,1,0
7,6,6,1,0
8,0,6,1,0
1,8,7,2,0
2,5,7,1,0
3,0,7,2,0
4,6,7,1,0
5,0,7,2,0
6,5,7,1,0
7,6,7,1,0
8,5,7,1,0
1,2,8,2,0
2,8,8,1,0
3,0,8,2,0
4,6,8,1,0
5,0,8,2,0
6,7,8,1,0
7,6,8,1,0
8,5,8,1,0
1,8,9,2,0
2,6,9,1,0
3,0,9,2,0
4,6,9,1,0
5,0,9,2,0
6,7,9,1,0
7,3,9,1,0
8,5,9,1,0
1,8,10,2,0
2,6,10,1,0
3,0,10,2,0
4,5,10,1,0
5,0,10,2,0
6,5,10,1,0
7,6,10,1,0
8,5,10,1,0
1,8,11,2,0
2,6,11,1,0
3,0,11,2,0
4,6,11,1,0
5,0,11,2,0
6,5,11,1,0
7,6,11,1,0
8,2,11,1,0
1,8,12,2,0
2,6,12,1,0
3,6,12,2,0
4,6,12,1,0
5,0,12,2,0
6,5,12,1,0
7,6,12,1,0
8,2,12,1,0
1,8,13,2,0
2,5,13,1,0
3,6,13,2,0
4,5,13,1,0
5,6,13,2,0
6,5,13,1,0
7,5,13,1,0
8,2,13,1,0
1,8,14,2,0
2,4,14,1,0
3,5,14,2,0
4,5,14,1,0
5,6,14,2,0
6,5,14,1,0
7,6,14,1,0
8,2,14,1,0
1,8,15,2,0
2,4,15,1,0
3,0,15,2,0
4,5,15,1,0
5,0,15,2,0
6,5,15,1,0
7,6,15,1,0
8,2,15,1,0
1,8,16,2,0
2,6,16,1,0
3,1,16,2,0
4,5,16,1,0
5,0,16,2,0
6,5,16,1,0
7,6,16,1,0
8,2,16,1,0
1,8,17,2,0
2,4,17,1,0
3,0,17,2,0
4,6,17,1,0
5,0,17,2,0
6,5,17,1,0
7,6,17,1,0
8,5,17,1,0
1,8,18,2,0
2,5,18,1,0
3,6,18,2,0
4,6,18,1,0
5,0,18,2,0
6,5,18,1,0
7,6,18,1,0
8,3,18,1,0
1,8,19,2,0
2,6,19,1,0
3,6,19,2,0
4,6,19,1,0
5,0,19,2,0
6,5,19,1,0
7,3,19,1,0
8,1,19,1,0
1,8,20,2,0
2,6,20,1,0
3,6,20,2,0
4,6,20,1,0
5,0,20,2,0
6,5,20,1,0
7,3,20,1,0
8,1,20,1,0
1,8,21,2,0
2,5,21,1,0
3,6,21,2,0
4,6,21,1,0
5,0,21,2,0
6,5,21,1,0
7,6,21,1,0
8,6,21,1,0
1,8,22,2,0
2,5,22,1,0
3,0,22,2,0
4,6,22,1,0
5,0,22,2,0
6,5,22,1,0
7,6,22,1,0
8,0,22,1,0
1,8,23,2,0
2,6,23,1,0
3,0,23,2,0
4,6,23,1,0
5,0,23,2,0
6,7,23,1,0
7,6,23,1,0
8,7,23,1,0
1,8,24,2,0
2,6,24,1,0
3,1,24,2,0
4,6,24,1,0
5,0,24,2,0
6,7,24,1,0
7,6,24,1,0
8,7,24,1,0
1,8,25,2,0
2,5,25,1,0
3,1,25,2,0
4,6,25,1,0
5,0,25,2,0
6,7,25,1,0
7,6,25,1,0
8,7,25,1,0
1,8,26,2,0
2,5,26,1,0
3,1,26,2,0
4,5,26,1,0
5,8,26,2,0
6,5,26,1,0
7,6,26,1,0
8,0,26,1,0
1,8,27,2,0
2,5,27,1,0
3,6,27,2,0
4,5,27,1,0
5,0,27,2,0
6,5,27,1,0
7,3,27,1,0
