user_id,item_id,timestamp,state_label,comma_separated_list_of_features
0,0,1,0,0
1,1,2,0,0
2,7,3,0,0
3,3,4,0,0
4,1,5,0,0
5,5,6,0,0
6,2,7,0,0
0,2,8,0,0
1,5,9,0,0
2,7,10,0,0
3,3,11,0,0
4,1,12,0,0
5,5,13,0,0
6,3,14,0,0
0,2,15,0,0
1,5,16,0,0
2,2,17,0,0
3,3,18,0,0
4,1,19,0,0
5,5,20,0,0
6,5,21,0,0
0,2,22,0,0
1,5,23,0,0
2,2,24,0,0
3,3,25,0,0
4,1,26,0,0
5,2,27,0,0
6,5,28,0,0
0,5,29,0,0
1,5,30,0,0
2,2,31,0,0
3,3,32,0,0
4,2,33,0,0
5,2,34,0,0
6,2,35,0,0
0,5,36,0,0
1,6,37,0,0
2,2,38,0,0
3,3,39,0,0
4,2,40,0,0
5,2,41,0,0
6,2,42,0,0
0,2,43,0,0
1,6,44,0,0
2,2,45,0,0
3,2,46,0,0
4,2,47,0,0
5,2,48,0,0
6,2,49,0,0
0,5,50,0,0
1,6,51,0,0
2,6,52,0,0
3,3,53,0,0
4,2,54,0,0
5,3,55,0,0
6,2,56,0,0
0,2,57,0,0
1,0,58,0,0
2,7,59,0,0
3,3,60,0,0
4,1,61,0,0
5,3,62,0,0
6,1,63,0,0
0,2,64,0,0
1,4,65,0,0
2,2,66,0,0
3,1,67,0,0
4,1,68,0,0
5,3,69,0,0
6,2,70,0,0
0,2,71,0,0
1,4,72,0,0
2,2,73,0,0
3,2,74,0,0
4,1,75,0,0
5,5,76,0,0
6,2,77,0,0
0,5,78,0,0
1,1,79,0,0
2,5,80,0,0
3,3,81,0,0
4,1,82,0,0
5,5,83,0,0
6,5,84,0,0
0,0,85,0,0
1,1,86,0,0
2,6,87,0,0
3,3,88,0,0
4,1,89,0,0
5,5,90,0,0
6,5,91,0,0
0,6,92,0,0
1,1,93,0,0
2,4,94,0,0
3,3,95,0,0
4,1,96,0,0
5,5,97,0,0
6,6,98,0,0
0,2,99,0,0
1,1,100,0,0
2,4,101,0,0
3,3,102,0,0
4,1,103,0,0
5,5,104,0,0
6,5,105,0,0
0,5,106,0,0
1,1,107,0,0
2,6,108,0,0
3,3,109,0,0
4,1,110,0,0
5,5,111,0,0
6,3,112,0,0
0,5,113,0,0
1,1,114,0,0
2,2,115,0,0
3,3,116,0,0
4,1,117,0,0
5,5,118,0,0
6,1,119,0,0
0,3,120,0,0
1,4,121,0,0
2,2,122,0,0
3,3,123,0,0
4,0,124,0,0
5,3,125,0,0
6,4,126,0,0
0,3,127,0,0
1,7,128,0,0
2,2,129,0,0
3,3,130,0,0
4,1,131,0,0
5,3,132,0,0
6,3,133,0,0
0,2,134,0,0
1,7,135,0,0
2,2,136,0,0
3,3,137,0,0
4,2,138,0,0
5,5,139,0,0
6,3,140,0,0
0,2,141,0,0
1,1,142,0,0
2,1,143,0,0
3,3,144,0,0
4,6,145,0,0
5,2,146,0,0
6,1,147,0,0
0,2,148,0,0
1,6,149,0,0
2,6,150,0,0
3,3,151,0,0
4,3,152,0,0
5,2,153,0,0
6,1,154,0,0
0,5,155,0,0
1,7,156,0,0
2,4,157,0,0
3,3,158,0,0
4,6,159,0,0
5,2,160,0,0
6,1,161,0,0
0,5,162,0,0
1,7,163,0,0
2,6,164,0,0
3,3,165,0,0
4,6,166,0,0
5,2,167,0,0
6,1,168,0,0
0,5,169,0,0
1,7,170,0,0
2,6,171,0,0
3,3,172,0,0
4,6,173,0,0
5,2,174,0,0
6,4,175,0,0
0,0,176,0,0
1,7,177,0,0
2,6,178,0,0
3,2,179,0,0
4,6,180,0,0
5,2,181,0,0
6,4,182,0,0
0,4,183,0,0
1,7,184,0,0
2,6,185,0,0
3,2,186,0,0
4,3,187,0,0
5,2,188,0,0
6,1,189,0,0
0,4,190,0,0
1,7,191,0,0
2,7,192,0,0
3,3,193,0,0
4,3,194,0,0
5,2,195,0,0
6,3,196,0,0
