user_id,item_id,timestamp,state_label,comma_separated_list_of_features
1,7,0,1,0
2,6,0,1,0
3,0,0,2,0
4,0,0,1,0
5,0,0,2,0
6,2,0,1,0
7,4,0,2,0
1,7,1,1,0
2,6,1,1,0
3,0,1,2,0
4,0,1,1,0
5,1,1,2,0
6,2,1,1,0
7,3,1,2,0
1,7,2,1,0
2,6,2,1,0
3,0,2,2,0
4,0,2,1,0
5,1,2,2,0
6,2,2,1,0
7,3,2,2,0
1,7,3,1,0
2,6,3,1,0
3,0,3,2,0
4,0,3,1,0
5,0,3,2,0
6,2,3,1,0
7,2,3,2,0
1,7,4,1,0
2,6,4,1,0
3,0,4,2,0
4,0,4,1,0
5,1,4,2,0
6,2,4,1,0
7,2,4,2,0
1,7,5,1,0
2,6,5,1,0
3,0,5,2,0
4,0,5,1,0
5,0,5,2,0
6,2,5,1,0
7,0,5,2,0
1,7,6,1,0
2,6,6,1,0
3,0,6,2,0
4,0,6,1,0
5,4,6,2,0
6,2,6,1,0
7,0,6,2,0
1,7,7,1,0
2,6,7,1,0
3,0,7,2,0
4,0,7,1,0
5,4,7,2,0
6,2,7,1,0
7,2,7,2,0
1,7,8,1,0
2,6,8,1,0
3,0,8,2,0
4,0,8,1,0
5,4,8,2,0
6,2,8,1,0
7,0,8,2,0
1,7,9,1,0
2,0,9,1,0
3,0,9,2,0
4,0,9,1,0
5,4,9,2,0
6,2,9,1,0
7,0,9,2,0
1,7,10,1,0
2,0,10,1,0
3,0,10,2,0
4,0,10,1,0
5,4,10,2,0
6,2,10,1,0
7,0,10,2,0
1,0,11,1,0
2,0,11,1,0
3,0,11,2,0
4,0,11,1,0
5,4,11,2,0
6,2,11,1,0
7,0,11,2,0
1,0,12,1,0
2,0,12,1,0
3,0,12,2,0
4,0,12,1,0
5,1,12,2,0
6,2,12,1,0
7,0,12,2,0
1,0,13,1,0
2,0,13,1,0
3,0,13,2,0
4,0,13,1,0
5,1,13,2,0
6,2,13,1,0
7,0,13,2,0
1,0,14,1,0
2,0,14,1,0
3,0,14,2,0
4,2,14,1,0
5,4,14,2,0
6,2,14,1,0
7,0,14,2,0
1,0,15,1,0
2,0,15,1,0
3,0,15,2,0
4,0,15,1,0
5,0,15,2,0
6,2,15,1,0
7,0,15,2,0
1,0,16,1,0
2,0,16,1,0
3,0,16,2,0
4,0,16,1,0
5,6,16,2,0
6,2,16,1,0
7,0,16,2,0
1,6,17,1,0
2,0,17,1,0
3,0,17,2,0
4,0,17,1,0
5,6,17,2,0
6,2,17,1,0
7,0,17,2,0
1,6,18,1,0
2,0,18,1,0
3,0,18,2,0
4,3,18,1,0
5,6,18,2,0
6,2,18,1,0
7,0,18,2,0
1,6,19,1,0
2,0,19,1,0
3,0,19,2,0
4,3,19,1,0
5,6,19,2,0
6,2,19,1,0
7,0,19,2,0
1,6,20,1,0
2,0,20,1,0
3,0,20,2,0
4,3,20,1,0
5,6,20,2,0
6,2,20,1,0
7,0,20,2,0
1,5,21,1,0
2,0,21,1,0
3,0,21,2,0
4,3,21,1,0
5,6,21,2,0
6,2,21,1,0
7,0,21,2,0
1,5,22,1,0
2,0,22,1,0
3,0,22,2,0
4,2,22,1,0
5,4,22,2,0
6,3,22,1,0
7,0,22,2,0
1,5,23,1,0
2,0,23,1,0
