0,3,1,0,0,0
1,3,2,0,0,0
2,5,3,0,0,0
3,5,4,0,0,0
4,1,5,0,0,0
5,2,6,0,0,0
6,3,7,0,0,0
7,5,8,0,0,0
0,3,9,0,0,0
1,3,10,0,0,0
2,5,11,0,0,0
3,5,12,0,0,0
4,1,13,0,0,0
5,0,14,0,0,0
6,3,15,0,0,0
7,5,16,0,0,0
0,3,17,0,0,0
1,3,18,0,0,0
2,5,19,0,0,0
3,5,20,0,0,0
4,1,21,0,0,0
5,0,22,0,0,0
6,3,23,0,0,0
7,5,24,0,0,0
0,3,25,0,0,0
1,3,26,0,0,0
2,5,27,0,0,0
3,5,28,0,0,0
4,6,29,0,0,0
5,0,30,0,0,0
6,3,31,0,0,0
7,6,32,0,0,0
0,5,33,0,0,0
1,3,34,0,0,0
2,5,35,0,0,0
3,5,36,0,0,0
4,0,37,0,0,0
5,0,38,0,0,0
6,5,39,0,0,0
7,5,40,0,0,0
0,3,41,0,0,0
1,3,42,0,0,0
2,5,43,0,0,0
3,5,44,0,0,0
4,0,45,0,0,0
5,0,46,0,0,0
6,5,47,0,0,0
7,5,48,0,0,0
0,3,49,0,0,0
1,3,50,0,0,0
2,5,51,0,0,0
3,5,52,0,0,0
4,0,53,0,0,0
5,2,54,0,0,0
6,5,55,0,0,0
7,5,56,0,0,0
0,3,57,0,0,0
1,1,58,0,0,0
2,5,59,0,0,0
3,3,60,0,0,0
4,0,61,0,0,0
5,0,62,0,0,0
6,5,63,0,0,0
7,5,64,0,0,0
0,3,65,0,0,0
1,4,66,0,0,0
2,6,67,0,0,0
3,3,68,0,0,0
4,0,69,0,0,0
5,0,70,0,0,0
6,5,71,0,0,0
7,5,72,0,0,0
0,3,73,0,0,0
1,3,74,0,0,0
2,6,75,0,0,0
3,3,76,0,0,0
4,6,77,0,0,0
5,0,78,0,0,0
6,5,79,0,0,0
7,5,80,0,0,0
0,3,81,0,0,0
1,4,82,0,0,0
2,5,83,0,0,0
3,3,84,0,0,0
4,1,85,0,0,0
5,0,86,0,0,0
6,6,87,0,0,0
7,5,88,0,0,0
0,3,89,0,0,0
1,3,90,0,0,0
2,6,91,0,0,0
3,5,92,0,0,0
4,1,93,0,0,0
5,0,94,0,0,0
6,5,95,0,0,0
7,5,96,0,0,0
0,3,97,0,0,0
1,3,98,0,0,0
2,6,99,0,0,0
3,5,100,0,0,0
4,2,101,0,0,0
5,0,102,0,0,0
6,6,103,0,0,0
7,5,104,0,0,0
0,3,105,0,0,0
1,3,106,0,0,0
2,7,107,0,0,0
3,5,108,0,0,0
4,8,109,0,0,0
5,0,110,0,0,0
6,6,111,0,0,0
7,5,112,0,0,0
0,3,113,0,0,0
1,3,114,0,0,0
2,5,115,0,0,0
3,5,116,0,0,0
4,8,117,0,0,0
5,2,118,0,0,0
6,6,119,0,0,0
7,5,120,0,0,0
0,3,121,0,0,0
1,3,122,0,0,0
2,6,123,0,0,0
3,5,124,0,0,0
4,8,125,0,0,0
5,2,126,0,0,0
6,5,127,0,0,0
7,5,128,0,0,0
0,3,129,0,0,0
1,3,130,0,0,0
2,5,131,0,0,0
3,3,132,0,0,0
4,8,133,0,0,0
5,0,134,0,0,0
6,6,135,0,0,0
7,5,136,0,0,0
0,3,137,0,0,0
1,3,138,0,0,0
2,4,139,0,0,0
3,3,140,0,0,0
4,8,141,0,0,0
5,2,142,0,0,0
6,6,143,0,0,0
7,5,144,0,0,0
0,3,145,0,0,0
1,3,146,0,0,0
2,4,147,0,0,0
3,7,148,0,0,0
4,8,149,0,0,0
5,2,150,0,0,0
6,6,151,0,0,0
7,6,152,0,0,0
0,3,153,0,0,0
1,3,154,0,0,0
2,4,155,0,0,0
3,5,156,0,0,0
4,8,157,0,0,0
5,2,158,0,0,0
6,6,159,0,0,0
7,6,160,0,0,0
0,3,161,0,0,0
1,3,162,0,0,0
2,4,163,0,0,0
3,3,164,0,0,0
4,8,165,0,0,0
5,2,166,0,0,0
6,6,167,0,0,0
7,6,168,0,0,0
0,5,169,0,0,0
1,3,170,0,0,0
2,4,171,0,0,0
3,3,172,0,0,0
4,8,173,0,0,0
5,2,174,0,0,0
6,6,175,0,0,0
7,5,176,0,0,0
0,3,177,0,0,0
1,1,178,0,0,0
2,4,179,0,0,0
3,5,180,0,0,0
4,8,181,0,0,0
5,2,182,0,0,0
6,6,183,0,0,0
7,5,184,0,0,0
0,3,185,0,0,0
1,1,186,0,0,0
2,4,187,0,0,0
3,7,188,0,0,0
4,6,189,0,0,0
5,2,190,0,0,0
6,6,191,0,0,0
7,5,192,0,0,0
0,3,193,0,0,0
1,1,194,0,0,0
2,4,195,0,0,0
3,7,196,0,0,0
4,0,197,0,0,0
5,2,198,0,0,0
6,5,199,0,0,0
7,5,200,0,0,0
0,3,201,0,0,0
1,3,202,0,0,0
2,4,203,0,0,0
3,3,204,0,0,0
4,0,205,0,0,0
5,2,206,0,0,0
6,5,207,0,0,0
7,5,208,0,0,0
0,3,209,0,0,0
1,3,210,0,0,0
2,4,211,0,0,0
3,8,212,0,0,0
4,1,213,0,0,0
5,2,214,0,0,0
6,5,215,0,0,0
7,5,216,0,0,0
0,3,217,0,0,0
1,3,218,0,0,0
2,4,219,0,0,0
3,8,220,0,0,0
4,0,221,0,0,0
5,2,222,0,0,0
6,5,223,0,0,0
7,5,224,0,0,0
0,3,225,0,0,0
1,3,226,0,0,0
2,6,227,0,0,0
3,3,228,0,0,0
4,2,229,0,0,0
5,2,230,0,0,0
6,5,231,0,0,0
7,5,232,0,0,0
0,3,233,0,0,0
1,3,234,0,0,0
2,6,235,0,0,0
3,3,236,0,0,0
4,1,237,0,0,0
5,0,238,0,0,0
6,5,239,0,0,0
7,5,240,0,0,0
0,3,241,0,0,0
1,3,242,0,0,0
2,6,243,0,0,0
3,8,244,0,0,0
4,1,245,0,0,0
5,0,246,0,0,0
6,5,247,0,0,0
7,5,248,0,0,0
0,3,249,0,0,0
1,3,250,0,0,0
2,5,251,0,0,0
3,8,252,0,0,0
4,0,253,0,0,0
5,0,254,0,0,0
6,5,255,0,0,0
7,5,256,0,0,0
0,3,257,0,0,0
1,3,258,0,0,0
2,6,259,0,0,0
3,5,260,0,0,0
4,1,261,0,0,0
5,0,262,0,0,0
6,5,263,0,0,0
7,5,264,0,0,0
0,3,265,0,0,0
1,3,266,0,0,0
2,6,267,0,0,0
3,5,268,0,0,0
4,0,269,0,0,0
5,0,270,0,0,0
6,6,271,0,0,0
7,5,272,0,0,0
0,3,273,0,0,0
1,3,274,0,0,0
2,5,275,0,0,0
3,5,276,0,0,0
4,0,277,0,0,0
5,0,278,0,0,0
6,6,279,0,0,0
7,5,280,0,0,0
0,3,281,0,0,0
1,3,282,0,0,0
2,8,283,0,0,0
3,5,284,0,0,0
4,0,285,0,0,0
5,0,286,0,0,0
6,6,287,0,0,0
7,5,288,0,0,0
0,3,289,0,0,0
1,3,290,0,0,0
2,8,291,0,0,0
3,5,292,0,0,0
4,6,293,0,0,0
5,0,294,0,0,0
6,6,295,0,0,0
7,5,296,0,0,0
0,3,297,0,0,0
1,3,298,0,0,0
2,8,299,0,0,0
3,3,300,0,0,0
4,6,301,0,0,0
5,1,302,0,0,0
6,6,303,0,0,0
7,5,304,0,0,0
0,3,305,0,0,0
1,3,306,0,0,0
2,8,307,0,0,0
3,8,308,0,0,0
4,6,309,0,0,0
5,1,310,0,0,0
6,6,311,0,0,0
7,5,312,0,0,0
0,3,313,0,0,0
1,3,314,0,0,0
2,8,315,0,0,0
3,8,316,0,0,0
4,6,317,0,0,0
5,1,318,0,0,0
6,6,319,0,0,0
7,5,320,0,0,0
0,3,321,0,0,0
1,3,322,0,0,0
2,5,323,0,0,0
3,3,324,0,0,0
4,6,325,0,0,0
5,1,326,0,0,0
6,5,327,0,0,0
7,6,328,0,0,0
0,3,329,0,0,0
1,3,330,0,0,0
2,6,331,0,0,0
3,5,332,0,0,0
4,0,333,0,0,0
5,1,334,0,0,0
6,6,335,0,0,0
7,5,336,0,0,0
0,3,337,0,0,0
1,3,338,0,0,0
2,6,339,0,0,0
3,5,340,0,0,0
4,0,341,0,0,0
5,0,342,0,0,0
6,6,343,0,0,0
7,5,344,0,0,0
0,3,345,0,0,0
1,3,346,0,0,0
2,6,347,0,0,0
3,5,348,0,0,0
4,1,349,0,0,0
5,0,350,0,0,0
6,6,351,0,0,0
7,5,352,0,0,0
0,3,353,0,0,0
1,3,354,0,0,0
2,6,355,0,0,0
3,5,356,0,0,0
4,0,357,0,0,0
5,2,358,0,0,0
6,5,359,0,0,0
7,5,360,0,0,0
0,3,361,0,0,0
1,3,362,0,0,0
2,5,363,0,0,0
3,8,364,0,0,0
4,0,365,0,0,0
5,0,366,0,0,0
6,5,367,0,0,0
7,5,368,0,0,0
0,3,369,0,0,0
1,3,370,0,0,0
2,5,371,0,0,0
3,7,372,0,0,0
4,0,373,0,0,0
5,0,374,0,0,0
6,5,375,0,0,0
7,5,376,0,0,0
0,3,377,0,0,0
1,3,378,0,0,0
2,5,379,0,0,0
3,8,380,0,0,0
4,0,381,0,0,0
5,1,382,0,0,0
6,5,383,0,0,0
7,5,384,0,0,0
0,3,385,0,0,0
1,3,386,0,0,0
2,4,387,0,0,0
3,7,388,0,0,0
4,0,389,0,0,0
5,1,390,0,0,0
6,5,391,0,0,0
7,5,392,0,0,0
0,3,393,0,0,0
1,3,394,0,0,0
2,4,395,0,0,0
3,7,396,0,0,0
4,0,397,0,0,0
5,1,398,0,0,0
6,5,399,0,0,0
7,5,400,0,0,0
0,3,401,0,0,0
1,3,402,0,0,0
2,4,403,0,0,0
3,7,404,0,0,0
4,0,405,0,0,0
5,1,406,0,0,0
6,5,407,0,0,0
7,5,408,0,0,0
0,3,409,0,0,0
1,3,410,0,0,0
2,4,411,0,0,0
3,6,412,0,0,0
4,0,413,0,0,0
5,1,414,0,0,0
6,5,415,0,0,0
7,6,416,0,0,0
0,3,417,0,0,0
1,3,418,0,0,0
2,4,419,0,0,0
3,6,420,0,0,0
4,2,421,0,0,0
5,1,422,0,0,0
6,6,423,0,0,0
7,5,424,0,0,0
0,3,425,0,0,0
1,3,426,0,0,0
2,4,427,0,0,0
3,6,428,0,0,0
4,2,429,0,0,0
5,1,430,0,0,0
6,6,431,0,0,0
7,5,432,0,0,0
0,5,433,0,0,0
1,3,434,0,0,0
2,4,435,0,0,0
3,8,436,0,0,0
4,2,437,0,0,0
5,1,438,0,0,0
6,6,439,0,0,0
7,5,440,0,0,0
0,5,441,0,0,0
1,3,442,0,0,0
2,4,443,0,0,0
3,8,444,0,0,0
4,2,445,0,0,0
5,2,446,0,0,0
6,6,447,0,0,0
7,5,448,0,0,0
0,5,449,0,0,0
1,3,450,0,0,0
2,5,451,0,0,0
3,8,452,0,0,0
4,2,453,0,0,0
5,3,454,0,0,0
6,5,455,0,0,0
7,6,456,0,0,0
0,3,457,0,0,0
1,3,458,0,0,0
2,5,459,0,0,0
3,8,460,0,0,0
4,6,461,0,0,0
5,3,462,0,0,0
6,5,463,0,0,0
7,6,464,0,0,0
0,3,465,0,0,0
1,3,466,0,0,0
2,5,467,0,0,0
3,6,468,0,0,0
4,6,469,0,0,0
5,3,470,0,0,0
6,5,471,0,0,0
7,6,472,0,0,0
0,3,473,0,0,0
1,3,474,0,0,0
2,6,475,0,0,0
3,6,476,0,0,0
4,6,477,0,0,0
5,3,478,0,0,0
6,5,479,0,0,0
7,3,480,0,0,0
0,3,481,0,0,0
1,3,482,0,0,0
2,6,483,0,0,0
3,6,484,0,0,0
4,6,485,0,0,0
5,3,486,0,0,0
6,5,487,0,0,0
7,1,488,0,0,0
0,3,489,0,0,0
1,6,490,0,0,0
2,6,491,0,0,0
3,6,492,0,0,0
4,6,493,0,0,0
5,4,494,0,0,0
6,5,495,0,0,0
7,6,496,0,0,0
0,3,497,0,0,0
1,6,498,0,0,0
2,6,499,0,0,0
3,6,500,0,0,0
4,6,501,0,0,0
5,5,502,0,0,0
6,6,503,0,0,0
7,6,504,0,0,0
0,3,505,0,0,0
1,6,506,0,0,0
2,6,507,0,0,0
3,6,508,0,0,0
4,6,509,0,0,0
5,5,510,0,0,0
6,6,511,0,0,0
7,6,512,0,0,0
0,3,513,0,0,0
1,6,514,0,0,0
2,5,515,0,0,0
3,6,516,0,0,0
4,2,517,0,0,0
5,5,518,0,0,0
6,5,519,0,0,0
7,6,520,0,0,0
0,3,521,0,0,0
1,6,522,0,0,0
2,5,523,0,0,0
3,6,524,0,0,0
4,2,525,0,0,0
5,5,526,0,0,0
6,5,527,0,0,0
7,6,528,0,0,0
0,3,529,0,0,0
1,3,530,0,0,0
2,5,531,0,0,0
3,6,532,0,0,0
4,6,533,0,0,0
5,1,534,0,0,0
6,5,535,0,0,0
7,6,536,0,0,0
0,3,537,0,0,0
1,6,538,0,0,0
2,5,539,0,0,0
3,6,540,0,0,0
4,8,541,0,0,0
5,8,542,0,0,0
6,5,543,0,0,0
7,7,544,0,0,0
0,3,545,0,0,0
1,6,546,0,0,0
2,6,547,0,0,0
3,6,548,0,0,0
4,6,549,0,0,0
5,8,550,0,0,0
6,5,551,0,0,0
7,7,552,0,0,0
0,3,553,0,0,0
1,6,554,0,0,0
2,6,555,0,0,0
3,8,556,0,0,0
4,6,557,0,0,0
5,8,558,0,0,0
6,5,559,0,0,0
7,7,560,0,0,0
0,3,561,0,0,0
1,6,562,0,0,0
2,8,563,0,0,0
3,6,564,0,0,0
4,8,565,0,0,0
5,5,566,0,0,0
6,5,567,0,0,0
7,6,568,0,0,0
0,6,569,0,0,0
1,6,570,0,0,0
2,8,571,0,0,0
3,6,572,0,0,0
4,6,573,0,0,0
5,5,574,0,0,0
6,5,575,0,0,0
7,6,576,0,0,0
0,6,577,0,0,0
1,3,578,0,0,0
2,4,579,0,0,0
3,5,580,0,0,0
4,6,581,0,0,0
5,5,582,0,0,0
6,5,583,0,0,0
7,5,584,0,0,0
0,6,585,0,0,0
1,3,586,0,0,0
2,4,587,0,0,0
3,5,588,0,0,0
4,6,589,0,0,0
5,5,590,0,0,0
6,5,591,0,0,0
7,5,592,0,0,0
0,8,593,0,0,0
1,3,594,0,0,0
2,5,595,0,0,0
3,6,596,0,0,0
4,6,597,0,0,0
5,5,598,0,0,0
6,5,599,0,0,0
7,5,600,0,0,0
0,8,601,0,0,0
1,3,602,0,0,0
2,4,603,0,0,0
3,6,604,0,0,0
4,8,605,0,0,0
5,8,606,0,0,0
6,5,607,0,0,0
7,5,608,0,0,0
0,8,609,0,0,0
1,6,610,0,0,0
2,6,611,0,0,0
3,6,612,0,0,0
4,6,613,0,0,0
5,8,614,0,0,0
6,6,615,0,0,0
7,6,616,0,0,0
0,8,617,0,0,0
1,1,618,0,0,0
2,6,619,0,0,0
3,8,620,0,0,0
4,8,621,0,0,0
5,8,622,0,0,0
6,6,623,0,0,0
7,6,624,0,0,0
0,6,625,0,0,0
1,6,626,0,0,0
2,6,627,0,0,0
3,6,628,0,0,0
4,6,629,0,0,0
5,0,630,0,0,0
6,6,631,0,0,0
7,6,632,0,0,0
0,5,633,0,0,0
1,6,634,0,0,0
2,6,635,0,0,0
3,6,636,0,0,0
4,6,637,0,0,0
5,5,638,0,0,0
6,6,639,0,0,0
7,6,640,0,0,0
0,5,641,0,0,0
1,6,642,0,0,0
2,6,643,0,0,0
3,6,644,0,0,0
4,6,645,0,0,0
5,5,646,0,0,0
6,5,647,0,0,0
7,6,648,0,0,0
0,5,649,0,0,0
1,5,650,0,0,0
2,6,651,0,0,0
3,5,652,0,0,0
4,6,653,0,0,0
5,5,654,0,0,0
6,5,655,0,0,0
7,5,656,0,0,0
0,5,657,0,0,0
1,5,658,0,0,0
2,5,659,0,0,0
3,7,660,0,0,0
4,6,661,0,0,0
5,5,662,0,0,0
6,5,663,0,0,0
7,5,664,0,0,0
0,5,665,0,0,0
1,5,666,0,0,0
2,8,667,0,0,0
3,5,668,0,0,0
4,6,669,0,0,0
5,5,670,0,0,0
6,1,671,0,0,0
7,5,672,0,0,0
0,3,673,0,0,0
1,3,674,0,0,0
2,8,675,0,0,0
3,6,676,0,0,0
4,2,677,0,0,0
5,8,678,0,0,0
6,1,679,0,0,0
7,5,680,0,0,0
0,3,681,0,0,0
1,3,682,0,0,0
2,6,683,0,0,0
3,8,684,0,0,0
4,2,685,0,0,0
5,8,686,0,0,0
6,1,687,0,0,0
7,5,688,0,0,0
0,3,689,0,0,0
1,3,690,0,0,0
2,5,691,0,0,0
